workflow_id,ticket_id,agent_name,agent_stage,input_summary,output_summary,confidence_score,recommended_action,auto_resolution_status,escalation_required,human_override,decision_timestamp,processing_time_seconds,workflow_status
WF-701264,TKT-101238,Categorization Agent,Route decision,API integration timeout errors,Offered firmware rollback or upgrade path,0.891,Wait for customer,Partial,No,No,2024-04-03 04:22:55,4911,In Progress
WF-701265,TKT-101509,Intake Agent,Extract info,Password reset request for shared account,Escalated to Engineering for deep analysis,0.775,Create known issue,No,No,No,2024-05-01 09:07:53,3542,Completed
WF-701266,TKT-101740,Categorization Agent,Assess priority,New feature request for dashboard export,Provided authentication troubleshooting steps,0.644,Send template response,No,Yes,No,2024-03-31 03:14:16,842,Completed
WF-701267,TKT-101865,Categorization Agent,Route decision,Firmware update installation failed,Referred to Billing specialist for investigation,0.699,Send template response,Partial,Yes,No,2024-04-09 17:06:47,4535,Completed
WF-701268,TKT-100089,Categorization Agent,Analyze category,Security alert for suspicious login attempts,Recommended database optimization,0.666,Create known issue,No,Yes,No,2024-04-15 04:38:02,2147,In Progress
WF-701269,TKT-100136,Categorization Agent,Assess priority,Refund request for damaged product,Recommended database optimization,0.506,Route to specialist,No,Yes,No,2024-01-16 00:06:10,4833,Completed
WF-701270,TKT-100156,Intake Agent,Validate format,API integration timeout errors,Processed refund request and return label,0.537,Wait for customer,Partial,Yes,No,2024-03-02 18:00:39,3296,Completed
WF-701271,TKT-100424,Automation Agent,Execute action,Password reset request for shared account,Routed to Network Operations team,0.544,Route to specialist,Partial,Yes,No,2024-03-22 16:38:16,4993,Completed
WF-701272,TKT-101383,Supervisor Agent,Quality check,API integration timeout errors,Processed refund request and return label,0.704,Escalate to manager,No,No,Yes,2024-03-29 18:36:01,4232,Completed
WF-701273,TKT-100234,Categorization Agent,Assess priority,Password reset request for shared account,Sent password reset instructions,0.935,Wait for customer,No,No,No,2024-01-28 15:47:46,3347,Completed
WF-701274,TKT-100496,Supervisor Agent,Review output,Password reset request for shared account,Initiated security incident response,0.922,Schedule callback,No,No,Yes,2024-05-16 10:26:03,932,Escalated
WF-701275,TKT-100205,Categorization Agent,Assess priority,"Billing dispute for $4,500 invoice",Recommended database optimization,0.866,Send template response,Partial,No,No,2024-02-10 07:44:22,1629,Completed
WF-701276,TKT-100022,Resolution Agent,Search KB,Password reset request for shared account,Escalated to Engineering for deep analysis,0.542,Schedule callback,Yes,Yes,No,2024-05-13 22:43:02,1404,Completed
WF-701277,TKT-100070,Automation Agent,Execute action,Password reset request for shared account,Routed to Network Operations team,0.948,Archive ticket,No,No,No,2024-03-10 20:25:08,1940,Completed
WF-701278,TKT-101837,Intake Agent,Extract info,Security alert for suspicious login attempts,Sent password reset instructions,0.64,Auto-resolve from KB,No,Yes,No,2024-06-12 16:42:28,3520,Completed
WF-701279,TKT-100099,Supervisor Agent,Review output,New feature request for dashboard export,Escalated to Engineering for deep analysis,0.932,Escalate to manager,No,No,Yes,2024-02-20 10:21:29,4641,Completed
WF-701280,TKT-100057,Intake Agent,Extract info,New feature request for dashboard export,Referred to Billing specialist for investigation,0.507,Escalate to manager,No,Yes,No,2024-01-01 17:08:36,1229,Completed
WF-701281,TKT-100197,Categorization Agent,Route decision,VPN client authentication failure,Routed to Network Operations team,0.747,Send template response,No,No,No,2024-02-03 10:54:51,3309,In Progress
WF-701282,TKT-100660,Automation Agent,Send notification,New feature request for dashboard export,Offered firmware rollback or upgrade path,0.922,Escalate to manager,No,Yes,No,2024-03-24 12:49:04,4938,Failed
WF-701283,TKT-100876,Intake Agent,Parse ticket,New feature request for dashboard export,Referred to Billing specialist for investigation,0.552,Request more info,No,Yes,No,2024-01-23 10:39:43,882,Completed
WF-701284,TKT-100030,Supervisor Agent,Escalation decision,API integration timeout errors,Routed to Network Operations team,0.592,Send template response,Yes,Yes,No,2024-05-18 15:26:52,4037,Completed
WF-701285,TKT-100450,Intake Agent,Validate format,Security alert for suspicious login attempts,Offered firmware rollback or upgrade path,0.712,Request more info,No,No,No,2024-02-28 09:52:04,4717,Failed
WF-701286,TKT-100841,Resolution Agent,Format response,Password reset request for shared account,Referred to Billing specialist for investigation,0.549,Archive ticket,Yes,Yes,No,2024-05-09 00:53:23,4142,In Progress
WF-701287,TKT-101888,Automation Agent,Execute action,Security alert for suspicious login attempts,Referred to Billing specialist for investigation,0.762,Request more info,Partial,Yes,No,2024-02-03 13:19:25,3558,In Progress
WF-701288,TKT-101388,Categorization Agent,Assess priority,VPN client authentication failure,Escalated to Engineering for deep analysis,0.866,Wait for customer,No,No,Yes,2024-04-15 16:45:03,449,Completed
WF-701289,TKT-101867,Automation Agent,Update records,Refund request for damaged product,Recommended database optimization,0.831,Escalate to manager,No,No,No,2024-01-15 15:37:15,4627,Escalated
WF-701290,TKT-100027,Categorization Agent,Analyze category,Firmware update installation failed,Referred to Billing specialist for investigation,0.95,Create known issue,Partial,No,No,2024-06-14 13:28:26,3285,Completed
WF-701291,TKT-100498,Automation Agent,Execute action,Customer reports connectivity issues affecting production,Provided authentication troubleshooting steps,0.829,Request more info,No,No,No,2024-02-26 00:48:09,2039,Escalated
WF-701292,TKT-100769,Categorization Agent,Route decision,Customer reports connectivity issues affecting production,Logged feature request in product backlog,0.865,Wait for customer,No,Yes,No,2024-02-11 02:06:52,977,Completed
WF-701293,TKT-100569,Resolution Agent,Format response,Customer reports connectivity issues affecting production,Recommended database optimization,0.794,Send template response,Yes,No,No,2024-01-19 12:05:16,2003,Completed
WF-701294,TKT-100048,Categorization Agent,Route decision,API integration timeout errors,Escalated to Engineering for deep analysis,0.795,Escalate to manager,Yes,No,No,2024-06-01 12:15:35,1966,In Progress
WF-701295,TKT-101879,Categorization Agent,Route decision,New feature request for dashboard export,Offered firmware rollback or upgrade path,0.808,Send template response,No,No,No,2024-01-19 17:30:01,4763,Escalated
WF-701296,TKT-101289,Intake Agent,Parse ticket,Password reset request for shared account,Referred to Billing specialist for investigation,0.615,Escalate to manager,No,Yes,No,2024-05-23 08:58:48,4924,Completed
WF-701297,TKT-100289,Categorization Agent,Analyze category,"Billing dispute for $4,500 invoice",Provided authentication troubleshooting steps,0.969,Archive ticket,No,Yes,No,2024-06-08 15:33:09,1072,In Progress
WF-701298,TKT-100483,Automation Agent,Execute action,Refund request for damaged product,Sent password reset instructions,0.661,Create known issue,No,Yes,No,2024-04-05 05:23:01,3283,Completed
WF-701299,TKT-100404,Categorization Agent,Assess priority,VPN client authentication failure,Offered firmware rollback or upgrade path,0.877,Escalate to manager,No,No,No,2024-03-14 00:41:26,2252,Completed
WF-701300,TKT-101981,Categorization Agent,Assess priority,Password reset request for shared account,Referred to Billing specialist for investigation,0.762,Request more info,Partial,No,No,2024-02-14 04:14:08,2417,Completed
WF-701301,TKT-100903,Supervisor Agent,Escalation decision,Firmware update installation failed,Processed refund request and return label,0.573,Schedule callback,No,Yes,No,2024-02-23 03:08:14,1393,Completed
WF-701302,TKT-101625,Supervisor Agent,Review output,Refund request for damaged product,Processed refund request and return label,0.895,Route to specialist,Yes,Yes,No,2024-01-25 12:29:50,3299,Completed
WF-701303,TKT-101218,Automation Agent,Execute action,Database performance degradation,Provided authentication troubleshooting steps,0.833,Create known issue,Partial,No,No,2024-03-26 05:45:07,322,In Progress
WF-701304,TKT-100580,Supervisor Agent,Escalation decision,Firmware update installation failed,Sent password reset instructions,0.893,Route to specialist,Partial,No,No,2024-06-13 03:44:10,1985,Completed
WF-701305,TKT-100400,Categorization Agent,Analyze category,Customer reports connectivity issues affecting production,Routed to Network Operations team,0.954,Archive ticket,No,Yes,No,2024-05-15 07:51:54,3281,Completed
WF-701306,TKT-100828,Supervisor Agent,Quality check,API integration timeout errors,Processed refund request and return label,0.76,Wait for customer,Yes,No,No,2024-03-31 12:00:20,193,Escalated
WF-701307,TKT-100145,Supervisor Agent,Review output,"Billing dispute for $4,500 invoice",Processed refund request and return label,0.917,Schedule callback,Partial,No,No,2024-01-04 17:22:19,4400,In Progress
WF-701308,TKT-100522,Resolution Agent,Format response,Password reset request for shared account,Escalated to Engineering for deep analysis,0.638,Auto-resolve from KB,No,Yes,No,2024-02-08 22:36:11,3785,In Progress
WF-701309,TKT-101897,Supervisor Agent,Escalation decision,New feature request for dashboard export,Logged feature request in product backlog,0.578,Wait for customer,Yes,Yes,Yes,2024-01-28 09:10:12,3248,Completed
WF-701310,TKT-101665,Resolution Agent,Format response,Customer reports connectivity issues affecting production,Provided authentication troubleshooting steps,0.688,Create known issue,No,Yes,No,2024-04-21 02:01:50,3908,Completed
WF-701311,TKT-101933,Categorization Agent,Assess priority,New feature request for dashboard export,Offered firmware rollback or upgrade path,0.777,Schedule callback,No,No,No,2024-02-16 12:41:19,1569,Completed
WF-701312,TKT-101319,Supervisor Agent,Quality check,Firmware update installation failed,Referred to Billing specialist for investigation,0.887,Archive ticket,No,Yes,No,2024-01-03 02:44:12,142,Completed
WF-701313,TKT-100339,Supervisor Agent,Quality check,Security alert for suspicious login attempts,Recommended database optimization,0.902,Archive ticket,No,No,No,2024-02-18 15:42:45,2324,In Progress
WF-701314,TKT-100630,Supervisor Agent,Escalation decision,"Billing dispute for $4,500 invoice",Referred to Billing specialist for investigation,0.696,Request more info,Partial,Yes,No,2024-04-03 09:54:05,2751,Completed
WF-701315,TKT-100550,Categorization Agent,Route decision,Refund request for damaged product,Initiated security incident response,0.703,Auto-resolve from KB,Yes,Yes,No,2024-06-22 14:46:15,845,In Progress
WF-701316,TKT-100003,Intake Agent,Parse ticket,Refund request for damaged product,Recommended database optimization,0.916,Send template response,No,No,No,2024-03-28 13:02:10,1825,Failed
WF-701317,TKT-100349,Categorization Agent,Assess priority,VPN client authentication failure,Provided authentication troubleshooting steps,0.595,Escalate to manager,No,Yes,No,2024-03-01 03:22:00,3514,Escalated
WF-701318,TKT-101029,Intake Agent,Extract info,Firmware update installation failed,Logged feature request in product backlog,0.894,Schedule callback,No,No,No,2024-01-15 07:35:28,4176,Escalated
WF-701319,TKT-101657,Categorization Agent,Assess priority,Refund request for damaged product,Sent password reset instructions,0.618,Route to specialist,Yes,Yes,No,2024-04-14 20:04:18,3953,Escalated
WF-701320,TKT-100340,Intake Agent,Extract info,"Billing dispute for $4,500 invoice",Processed refund request and return label,0.846,Route to specialist,Partial,No,No,2024-04-22 23:55:48,830,In Progress
WF-701321,TKT-101199,Categorization Agent,Assess priority,Password reset request for shared account,Referred to Billing specialist for investigation,0.876,Auto-resolve from KB,No,No,No,2024-04-20 22:25:58,2496,Completed
WF-701322,TKT-100014,Automation Agent,Execute action,"Billing dispute for $4,500 invoice",Logged feature request in product backlog,0.618,Archive ticket,No,Yes,No,2024-02-10 12:50:46,1766,Completed
WF-701323,TKT-100769,Automation Agent,Send notification,Security alert for suspicious login attempts,Sent password reset instructions,0.797,Wait for customer,No,Yes,No,2024-01-09 18:12:28,2910,Escalated
WF-701324,TKT-100689,Resolution Agent,Format response,API integration timeout errors,Escalated to Engineering for deep analysis,0.538,Escalate to manager,No,Yes,No,2024-05-25 21:20:50,3721,In Progress
WF-701325,TKT-101362,Supervisor Agent,Quality check,Firmware update installation failed,Routed to Network Operations team,0.888,Request more info,No,Yes,No,2024-02-13 09:33:33,720,Completed
WF-701326,TKT-100006,Supervisor Agent,Escalation decision,Refund request for damaged product,Provided authentication troubleshooting steps,0.802,Auto-resolve from KB,Yes,No,No,2024-04-09 07:40:24,3811,Failed
WF-701327,TKT-100572,Categorization Agent,Assess priority,Password reset request for shared account,Offered firmware rollback or upgrade path,0.723,Wait for customer,Partial,No,No,2024-03-03 23:50:43,501,Pending
WF-701328,TKT-100006,Resolution Agent,Search KB,API integration timeout errors,Routed to Network Operations team,0.63,Request more info,No,Yes,No,2024-03-29 20:17:38,4321,Escalated
WF-701329,TKT-100478,Automation Agent,Update records,Refund request for damaged product,Offered firmware rollback or upgrade path,0.857,Route to specialist,Yes,No,No,2024-03-12 03:31:16,1380,Completed
WF-701330,TKT-101928,Supervisor Agent,Escalation decision,"Billing dispute for $4,500 invoice",Processed refund request and return label,0.648,Create known issue,No,Yes,No,2024-06-26 16:00:32,4716,Completed
WF-701331,TKT-101458,Categorization Agent,Route decision,Firmware update installation failed,Recommended database optimization,0.723,Auto-resolve from KB,No,No,No,2024-03-30 00:19:55,1821,Completed
WF-701332,TKT-100617,Automation Agent,Update records,VPN client authentication failure,Sent password reset instructions,0.714,Route to specialist,No,No,No,2024-06-10 17:01:53,3570,Completed
WF-701333,TKT-100498,Categorization Agent,Analyze category,"Billing dispute for $4,500 invoice",Referred to Billing specialist for investigation,0.576,Send template response,No,Yes,No,2024-01-23 04:08:35,596,Completed
WF-701334,TKT-100059,Categorization Agent,Assess priority,Refund request for damaged product,Initiated security incident response,0.977,Escalate to manager,No,Yes,No,2024-03-03 17:16:15,1444,Completed
WF-701335,TKT-101948,Intake Agent,Validate format,VPN client authentication failure,Recommended database optimization,0.928,Wait for customer,No,No,No,2024-01-13 12:17:05,1315,In Progress
WF-701336,TKT-101785,Categorization Agent,Route decision,Firmware update installation failed,Referred to Billing specialist for investigation,0.818,Request more info,Yes,No,No,2024-01-15 14:26:17,2747,Completed
WF-701337,TKT-101507,Supervisor Agent,Escalation decision,Database performance degradation,Processed refund request and return label,0.542,Escalate to manager,Yes,Yes,No,2024-03-05 21:59:58,1175,In Progress
WF-701338,TKT-100236,Resolution Agent,Search KB,"Billing dispute for $4,500 invoice",Referred to Billing specialist for investigation,0.675,Request more info,No,Yes,No,2024-06-23 10:26:46,1889,Failed
WF-701339,TKT-101919,Categorization Agent,Route decision,"Billing dispute for $4,500 invoice",Offered firmware rollback or upgrade path,0.936,Request more info,Yes,No,No,2024-04-28 21:20:53,1176,Pending
WF-701340,TKT-100778,Automation Agent,Send notification,Customer reports connectivity issues affecting production,Initiated security incident response,0.628,Auto-resolve from KB,Yes,Yes,No,2024-01-10 19:11:43,3229,In Progress
WF-701341,TKT-100388,Supervisor Agent,Quality check,API integration timeout errors,Escalated to Engineering for deep analysis,0.975,Schedule callback,No,No,No,2024-02-12 06:10:28,4744,Escalated
WF-701342,TKT-100454,Intake Agent,Extract info,Customer reports connectivity issues affecting production,Recommended database optimization,0.753,Wait for customer,Partial,No,No,2024-04-15 22:41:26,1874,Completed
WF-701343,TKT-100607,Categorization Agent,Assess priority,Password reset request for shared account,Provided authentication troubleshooting steps,0.945,Create known issue,Yes,No,No,2024-06-09 06:54:13,4153,Escalated
WF-701344,TKT-101641,Intake Agent,Validate format,API integration timeout errors,Initiated security incident response,0.636,Archive ticket,No,Yes,No,2024-03-30 22:03:51,3022,In Progress
WF-701345,TKT-100252,Resolution Agent,Format response,Firmware update installation failed,Sent password reset instructions,0.829,Escalate to manager,No,No,No,2024-04-18 09:36:08,1357,Escalated
WF-701346,TKT-100771,Intake Agent,Extract info,VPN client authentication failure,Logged feature request in product backlog,0.982,Escalate to manager,No,Yes,No,2024-01-21 17:34:55,4893,Escalated
WF-701347,TKT-101772,Categorization Agent,Assess priority,Refund request for damaged product,Initiated security incident response,0.78,Schedule callback,Yes,Yes,No,2024-04-29 04:45:57,4060,In Progress
WF-701348,TKT-100691,Supervisor Agent,Escalation decision,Password reset request for shared account,Escalated to Engineering for deep analysis,0.748,Send template response,Yes,No,No,2024-04-27 04:41:05,4607,Pending
WF-701349,TKT-100579,Resolution Agent,Format response,New feature request for dashboard export,Recommended database optimization,0.632,Send template response,Partial,Yes,No,2024-05-13 13:43:15,206,Completed
WF-701350,TKT-100662,Automation Agent,Execute action,Security alert for suspicious login attempts,Sent password reset instructions,0.641,Schedule callback,No,Yes,No,2024-04-01 03:07:34,3081,Completed
WF-701351,TKT-100904,Supervisor Agent,Quality check,VPN client authentication failure,Logged feature request in product backlog,0.715,Escalate to manager,No,Yes,No,2024-03-18 22:31:21,3480,Escalated
WF-701352,TKT-101333,Intake Agent,Extract info,Firmware update installation failed,Referred to Billing specialist for investigation,0.618,Schedule callback,No,Yes,No,2024-05-28 00:29:14,1199,Completed
WF-701353,TKT-100874,Categorization Agent,Analyze category,"Billing dispute for $4,500 invoice",Escalated to Engineering for deep analysis,0.675,Wait for customer,Yes,Yes,No,2024-04-29 17:05:21,3856,Pending
WF-701354,TKT-100107,Intake Agent,Validate format,API integration timeout errors,Offered firmware rollback or upgrade path,0.603,Send template response,No,Yes,No,2024-03-01 19:22:34,1703,Completed
WF-701355,TKT-101284,Supervisor Agent,Review output,Customer reports connectivity issues affecting production,Referred to Billing specialist for investigation,0.878,Escalate to manager,No,No,No,2024-03-29 15:28:48,3282,Completed
WF-701356,TKT-101220,Categorization Agent,Route decision,Refund request for damaged product,Referred to Billing specialist for investigation,0.625,Wait for customer,Partial,Yes,No,2024-01-01 20:15:43,2686,Completed
WF-701357,TKT-101331,Supervisor Agent,Quality check,Password reset request for shared account,Escalated to Engineering for deep analysis,0.898,Auto-resolve from KB,No,No,No,2024-04-23 17:02:38,370,Escalated
WF-701358,TKT-101001,Automation Agent,Execute action,Customer reports connectivity issues affecting production,Offered firmware rollback or upgrade path,0.566,Wait for customer,No,Yes,No,2024-01-30 02:37:56,1812,Escalated
WF-701359,TKT-101526,Intake Agent,Validate format,VPN client authentication failure,Processed refund request and return label,0.624,Wait for customer,No,Yes,No,2024-01-23 22:50:15,4482,Completed
WF-701360,TKT-101439,Supervisor Agent,Quality check,Firmware update installation failed,Provided authentication troubleshooting steps,0.919,Route to specialist,No,No,No,2024-02-26 12:36:22,4990,Completed
WF-701361,TKT-101765,Automation Agent,Execute action,Refund request for damaged product,Routed to Network Operations team,0.947,Send template response,Partial,No,No,2024-05-03 00:06:04,3793,Completed
WF-701362,TKT-101663,Automation Agent,Update records,"Billing dispute for $4,500 invoice",Recommended database optimization,0.974,Archive ticket,No,Yes,No,2024-02-12 02:54:07,1169,Completed
WF-701363,TKT-100254,Categorization Agent,Route decision,"Billing dispute for $4,500 invoice",Provided authentication troubleshooting steps,0.536,Schedule callback,No,Yes,Yes,2024-01-31 18:47:23,3181,Completed
WF-701364,TKT-100915,Resolution Agent,Search KB,Customer reports connectivity issues affecting production,Provided authentication troubleshooting steps,0.57,Escalate to manager,No,Yes,No,2024-05-22 03:41:53,2929,In Progress
WF-701365,TKT-100179,Automation Agent,Update records,Customer reports connectivity issues affecting production,Referred to Billing specialist for investigation,0.902,Route to specialist,Partial,No,No,2024-06-13 03:41:25,725,In Progress
WF-701366,TKT-101114,Categorization Agent,Assess priority,Customer reports connectivity issues affecting production,Logged feature request in product backlog,0.527,Create known issue,No,Yes,Yes,2024-04-29 01:16:51,4402,Completed
WF-701367,TKT-101936,Automation Agent,Update records,Database performance degradation,Sent password reset instructions,0.918,Schedule callback,Partial,No,No,2024-03-14 20:31:54,2001,Escalated
WF-701368,TKT-101070,Resolution Agent,Format response,Database performance degradation,Recommended database optimization,0.771,Escalate to manager,Yes,No,No,2024-01-21 06:51:54,2770,Pending
WF-701369,TKT-100091,Categorization Agent,Analyze category,New feature request for dashboard export,Provided authentication troubleshooting steps,0.66,Create known issue,Partial,Yes,No,2024-02-25 03:38:12,2345,Completed
WF-701370,TKT-100440,Categorization Agent,Route decision,Database performance degradation,Logged feature request in product backlog,0.594,Request more info,No,Yes,No,2024-03-09 21:50:27,739,Completed
WF-701371,TKT-101493,Automation Agent,Update records,"Billing dispute for $4,500 invoice",Recommended database optimization,0.56,Create known issue,Yes,Yes,No,2024-03-21 04:14:21,3085,Completed
WF-701372,TKT-101330,Categorization Agent,Assess priority,Password reset request for shared account,Referred to Billing specialist for investigation,0.711,Create known issue,No,No,No,2024-02-07 11:57:12,676,In Progress
WF-701373,TKT-100293,Automation Agent,Execute action,"Billing dispute for $4,500 invoice",Initiated security incident response,0.526,Escalate to manager,Yes,Yes,No,2024-02-10 13:24:45,1540,Completed
WF-701374,TKT-101154,Automation Agent,Send notification,VPN client authentication failure,Processed refund request and return label,0.92,Schedule callback,Partial,No,No,2024-03-05 19:59:07,532,Escalated
WF-701375,TKT-100776,Intake Agent,Validate format,New feature request for dashboard export,Referred to Billing specialist for investigation,0.854,Create known issue,Yes,No,No,2024-05-10 14:14:08,2940,In Progress
WF-701376,TKT-101123,Supervisor Agent,Review output,API integration timeout errors,Referred to Billing specialist for investigation,0.82,Request more info,No,Yes,No,2024-05-24 22:10:03,4629,In Progress
WF-701377,TKT-100299,Categorization Agent,Assess priority,Customer reports connectivity issues affecting production,Referred to Billing specialist for investigation,0.644,Send template response,No,Yes,No,2024-05-27 20:05:22,1684,Completed
WF-701378,TKT-100455,Supervisor Agent,Review output,"Billing dispute for $4,500 invoice",Provided authentication troubleshooting steps,0.85,Archive ticket,No,Yes,No,2024-02-15 18:32:09,1076,Completed
WF-701379,TKT-101682,Supervisor Agent,Review output,Database performance degradation,Escalated to Engineering for deep analysis,0.758,Create known issue,No,No,No,2024-01-24 00:10:36,346,Completed
WF-701380,TKT-101836,Intake Agent,Parse ticket,API integration timeout errors,Processed refund request and return label,0.977,Schedule callback,No,No,No,2024-03-28 15:19:44,4933,Completed
WF-701381,TKT-101982,Automation Agent,Send notification,Firmware update installation failed,Processed refund request and return label,0.798,Wait for customer,No,No,No,2024-03-14 00:35:08,3990,Completed
WF-701382,TKT-101406,Automation Agent,Send notification,VPN client authentication failure,Provided authentication troubleshooting steps,0.862,Schedule callback,No,No,No,2024-03-01 16:39:09,3586,Completed
WF-701383,TKT-100108,Resolution Agent,Format response,New feature request for dashboard export,Offered firmware rollback or upgrade path,0.986,Send template response,No,Yes,No,2024-06-07 18:07:06,3134,Completed
WF-701384,TKT-100724,Supervisor Agent,Escalation decision,Security alert for suspicious login attempts,Initiated security incident response,0.963,Send template response,No,No,No,2024-01-17 03:33:00,1945,Completed
WF-701385,TKT-101891,Categorization Agent,Assess priority,"Billing dispute for $4,500 invoice",Initiated security incident response,0.563,Send template response,Yes,Yes,No,2024-02-12 22:59:59,1609,Completed
WF-701386,TKT-101731,Intake Agent,Validate format,"Billing dispute for $4,500 invoice",Referred to Billing specialist for investigation,0.961,Escalate to manager,No,Yes,No,2024-03-20 16:45:13,1748,Completed
WF-701387,TKT-100117,Intake Agent,Validate format,Security alert for suspicious login attempts,Recommended database optimization,0.537,Wait for customer,No,Yes,No,2024-05-29 08:33:02,180,Escalated
WF-701388,TKT-100021,Supervisor Agent,Escalation decision,Database performance degradation,Provided authentication troubleshooting steps,0.845,Wait for customer,No,No,No,2024-05-24 09:25:57,3598,Failed
WF-701389,TKT-101386,Automation Agent,Send notification,"Billing dispute for $4,500 invoice",Processed refund request and return label,0.576,Auto-resolve from KB,Partial,Yes,No,2024-05-23 13:11:22,558,Completed
WF-701390,TKT-101865,Intake Agent,Validate format,Refund request for damaged product,Recommended database optimization,0.83,Request more info,No,No,No,2024-02-26 04:23:51,2785,In Progress
WF-701391,TKT-101947,Automation Agent,Send notification,Firmware update installation failed,Routed to Network Operations team,0.758,Wait for customer,No,Yes,No,2024-02-23 14:57:43,1398,In Progress
WF-701392,TKT-101806,Automation Agent,Execute action,VPN client authentication failure,Referred to Billing specialist for investigation,0.881,Request more info,Partial,Yes,No,2024-01-31 14:43:44,4965,In Progress
WF-701393,TKT-101950,Intake Agent,Extract info,Password reset request for shared account,Processed refund request and return label,0.938,Schedule callback,Yes,No,No,2024-05-07 13:35:26,865,Completed
WF-701394,TKT-101871,Categorization Agent,Route decision,"Billing dispute for $4,500 invoice",Initiated security incident response,0.512,Create known issue,Partial,Yes,No,2024-04-16 10:45:36,4242,Completed
WF-701395,TKT-100542,Categorization Agent,Analyze category,Firmware update installation failed,Processed refund request and return label,0.939,Escalate to manager,No,Yes,No,2024-03-21 03:00:46,3988,Completed
WF-701396,TKT-101964,Automation Agent,Execute action,Password reset request for shared account,Offered firmware rollback or upgrade path,0.574,Wait for customer,No,Yes,No,2024-02-28 01:11:51,1064,Completed
WF-701397,TKT-100012,Automation Agent,Update records,API integration timeout errors,Initiated security incident response,0.586,Request more info,No,Yes,No,2024-02-14 00:43:00,1213,Completed
WF-701398,TKT-100716,Categorization Agent,Assess priority,API integration timeout errors,Routed to Network Operations team,0.649,Route to specialist,No,Yes,No,2024-04-22 04:03:55,1294,Completed
WF-701399,TKT-100404,Intake Agent,Validate format,Database performance degradation,Provided authentication troubleshooting steps,0.557,Send template response,No,Yes,No,2024-01-28 03:57:40,3122,In Progress
WF-701400,TKT-100998,Intake Agent,Parse ticket,Security alert for suspicious login attempts,Logged feature request in product backlog,0.573,Wait for customer,No,Yes,No,2024-03-14 09:00:30,4786,Completed
WF-701401,TKT-100612,Resolution Agent,Generate solution,VPN client authentication failure,Recommended database optimization,0.935,Create known issue,No,No,No,2024-02-28 07:31:55,2276,Completed
WF-701402,TKT-101719,Supervisor Agent,Review output,VPN client authentication failure,Escalated to Engineering for deep analysis,0.913,Send template response,No,No,No,2024-04-09 20:45:16,2432,Completed
WF-701403,TKT-101452,Categorization Agent,Analyze category,New feature request for dashboard export,Initiated security incident response,0.813,Auto-resolve from KB,Yes,No,No,2024-06-24 01:14:42,1854,Pending
WF-701404,TKT-100678,Intake Agent,Parse ticket,New feature request for dashboard export,Sent password reset instructions,0.913,Create known issue,No,No,No,2024-06-19 11:51:58,551,In Progress
WF-701405,TKT-101014,Categorization Agent,Assess priority,Refund request for damaged product,Recommended database optimization,0.763,Send template response,No,No,No,2024-01-29 03:58:38,4795,Completed
WF-701406,TKT-101623,Intake Agent,Parse ticket,VPN client authentication failure,Escalated to Engineering for deep analysis,0.642,Archive ticket,Partial,Yes,Yes,2024-05-26 23:47:57,1879,Completed
WF-701407,TKT-101401,Categorization Agent,Analyze category,API integration timeout errors,Processed refund request and return label,0.735,Auto-resolve from KB,No,No,No,2024-05-19 01:09:10,4339,Completed
WF-701408,TKT-100995,Intake Agent,Extract info,New feature request for dashboard export,Offered firmware rollback or upgrade path,0.908,Schedule callback,No,Yes,No,2024-06-07 10:15:43,3844,Failed
WF-701409,TKT-100575,Intake Agent,Extract info,New feature request for dashboard export,Processed refund request and return label,0.51,Escalate to manager,No,Yes,No,2024-05-17 10:49:45,964,Completed
WF-701410,TKT-101603,Intake Agent,Validate format,Database performance degradation,Offered firmware rollback or upgrade path,0.767,Schedule callback,Yes,No,No,2024-06-10 16:54:08,3870,Completed
WF-701411,TKT-101288,Categorization Agent,Analyze category,"Billing dispute for $4,500 invoice",Provided authentication troubleshooting steps,0.715,Send template response,No,No,No,2024-03-09 06:34:31,1091,Completed
WF-701412,TKT-101902,Categorization Agent,Assess priority,Customer reports connectivity issues affecting production,Offered firmware rollback or upgrade path,0.794,Escalate to manager,Partial,No,No,2024-05-30 11:21:31,2850,Completed
WF-701413,TKT-100834,Automation Agent,Update records,New feature request for dashboard export,Logged feature request in product backlog,0.922,Request more info,Yes,No,No,2024-04-22 06:43:08,874,Completed
WF-701414,TKT-100874,Intake Agent,Extract info,"Billing dispute for $4,500 invoice",Initiated security incident response,0.828,Request more info,No,No,No,2024-04-30 02:12:53,1029,Pending
WF-701415,TKT-100856,Categorization Agent,Assess priority,Customer reports connectivity issues affecting production,Provided authentication troubleshooting steps,0.773,Auto-resolve from KB,Partial,No,No,2024-06-09 16:25:55,2919,Completed
WF-701416,TKT-100658,Categorization Agent,Assess priority,Password reset request for shared account,Initiated security incident response,0.61,Route to specialist,No,Yes,No,2024-03-27 23:37:33,3419,Completed
WF-701417,TKT-100516,Supervisor Agent,Quality check,API integration timeout errors,Initiated security incident response,0.665,Route to specialist,No,Yes,No,2024-04-24 12:58:48,2988,Completed
WF-701418,TKT-100027,Automation Agent,Execute action,API integration timeout errors,Escalated to Engineering for deep analysis,0.822,Request more info,Partial,Yes,No,2024-05-10 07:10:25,3925,Completed
