analysis_id,ticket_id,product_id,uploaded_image_name,damage_detected,damage_type,color_mismatch,missing_component,ocr_detected_text,image_confidence_score,recommended_decision,fraud_risk_score,manual_review_required,analysis_timestamp
IMG-800529,TKT-101597,PROD-1878,product_image_00529.jpg,No,,Yes,No,Warranty: 12 months,0.857,Approve Replacement,0.073,No,2024-01-12 09:28:07
IMG-800530,TKT-101572,PROD-1057,product_image_00530.jpg,No,,No,No,Model: NP-5000X,0.816,No Action Needed,0.046,No,2024-03-06 07:03:00
IMG-800531,TKT-101702,PROD-1522,product_image_00531.jpg,No,,No,No,WARNING: Do not expose to moisture,0.902,No Action Needed,0.019,No,2024-02-12 21:22:29
IMG-800532,TKT-100337,PROD-1057,product_image_00532.jpg,No,,Yes,No,MFG: 2024-01,0.961,Approve Replacement,0.065,No,2024-05-23 07:05:17
IMG-800533,TKT-100708,PROD-1878,product_image_00533.jpg,No,,No,No,,0.951,No Action Needed,0.028,No,2024-03-28 00:55:27
IMG-800534,TKT-101732,PROD-1522,product_image_00534.jpg,No,,No,Yes,Input: 110-240V,0.955,Approve Replacement,0.066,No,2024-04-28 04:12:40
IMG-800535,TKT-100562,PROD-1057,product_image_00535.jpg,No,,No,No,Component: Active Directory,0.764,No Action Needed,0.016,No,2024-04-28 21:52:48
IMG-800536,TKT-101092,PROD-1522,product_image_00536.jpg,No,,No,No,Warranty: 12 months,0.838,No Action Needed,0.081,No,2024-03-11 09:46:19
IMG-800537,TKT-101212,PROD-1790,product_image_00537.jpg,No,,No,No,Component: Active Directory,0.97,No Action Needed,0.017,No,2024-01-15 05:25:39
IMG-800538,TKT-101475,PROD-1790,product_image_00538.jpg,No,,No,No,Component: Active Directory,0.8,No Action Needed,0.035,No,2024-04-13 07:04:39
IMG-800539,TKT-100084,PROD-1739,product_image_00539.jpg,No,,Yes,No,Component: Active Directory,0.774,Approve Replacement,0.042,No,2024-01-13 04:32:31
IMG-800540,TKT-100542,PROD-1816,product_image_00540.jpg,No,,No,No,,0.914,No Action Needed,0.017,No,2024-03-28 21:34:54
IMG-800541,TKT-100853,PROD-1790,product_image_00541.jpg,No,,No,No,Max Capacity: 5TB,0.89,No Action Needed,0.066,No,2024-01-10 18:36:23
IMG-800542,TKT-101820,PROD-1878,product_image_00542.jpg,No,,No,Yes,WARNING: Do not expose to moisture,0.709,Approve Replacement,0.089,Yes,2024-03-05 23:40:38
IMG-800543,TKT-100989,PROD-1816,product_image_00543.jpg,No,,No,No,,0.746,No Action Needed,0.043,Yes,2024-01-22 19:39:04
IMG-800544,TKT-101402,PROD-1652,product_image_00544.jpg,No,,No,No,Serial: SN-2024-001,0.943,No Action Needed,0.038,No,2024-03-03 16:21:10
IMG-800545,TKT-101410,PROD-1739,product_image_00545.jpg,No,,No,No,Made in China,0.776,No Action Needed,0.028,No,2024-03-22 13:53:16
IMG-800546,TKT-100991,PROD-1711,product_image_00546.jpg,No,,No,No,Component: Active Directory,0.935,No Action Needed,0.043,No,2024-02-17 06:32:49
IMG-800547,TKT-100294,PROD-1232,product_image_00547.jpg,No,,No,No,,0.825,No Action Needed,0.091,No,2024-04-18 18:46:08
IMG-800548,TKT-100653,PROD-1232,product_image_00548.jpg,No,,No,No,,0.816,No Action Needed,0.068,No,2024-05-11 23:11:34
IMG-800549,TKT-100267,PROD-1232,product_image_00549.jpg,No,,No,No,Serial: SN-2024-001,0.695,No Action Needed,0.087,Yes,2024-02-22 20:58:05
IMG-800550,TKT-100653,PROD-1816,product_image_00550.jpg,No,,No,No,WARNING: Do not expose to moisture,0.957,No Action Needed,0.064,No,2024-06-14 20:06:31
IMG-800551,TKT-100920,PROD-1816,product_image_00551.jpg,No,,No,No,Model: NP-5000X,0.736,No Action Needed,0.095,Yes,2024-03-16 02:30:18
IMG-800552,TKT-100594,PROD-1652,product_image_00552.jpg,No,,No,No,,0.879,No Action Needed,0.03,No,2024-03-24 05:32:22
IMG-800553,TKT-100856,PROD-1816,product_image_00553.jpg,No,,No,No,,0.854,No Action Needed,0.015,No,2024-03-21 11:55:33
IMG-800554,TKT-101847,PROD-1057,product_image_00554.jpg,No,,No,No,,0.75,No Action Needed,0.031,No,2024-04-18 21:31:25
IMG-800555,TKT-101912,PROD-1790,product_image_00555.jpg,No,,No,No,,0.851,No Action Needed,0.011,No,2024-06-04 19:45:28
IMG-800556,TKT-100388,PROD-1057,product_image_00556.jpg,No,,No,No,Input: 110-240V,0.824,No Action Needed,0.073,No,2024-01-13 10:58:39
IMG-800557,TKT-100956,PROD-1711,product_image_00557.jpg,No,,No,No,,0.879,No Action Needed,0.079,No,2024-04-21 22:03:34
IMG-800558,TKT-101018,PROD-1739,product_image_00558.jpg,No,,No,No,Made in China,0.809,No Action Needed,0.08,No,2024-02-22 13:12:54
IMG-800559,TKT-101035,PROD-1711,product_image_00559.jpg,No,,No,No,,0.966,No Action Needed,0.1,No,2024-02-13 09:52:34
IMG-800560,TKT-100440,PROD-1790,product_image_00560.jpg,No,,No,No,Model: NP-5000X,0.808,No Action Needed,0.08,No,2024-05-15 15:56:55
IMG-800561,TKT-100576,PROD-1711,product_image_00561.jpg,No,,No,No,Max Capacity: 5TB,0.718,No Action Needed,0.015,Yes,2024-04-12 06:20:00
IMG-800562,TKT-100585,PROD-1878,product_image_00562.jpg,No,,No,No,Serial: SN-2024-001,0.934,No Action Needed,0.093,No,2024-03-26 03:40:33
IMG-800563,TKT-100882,PROD-1057,product_image_00563.jpg,No,,No,No,,0.68,No Action Needed,0.035,Yes,2024-04-24 06:29:43
IMG-800564,TKT-101489,PROD-1232,product_image_00564.jpg,Yes,Rust,No,No,Made in China,0.967,Approve Replacement,0.157,Yes,2024-05-26 22:14:15
IMG-800565,TKT-100104,PROD-1790,product_image_00565.jpg,No,,No,No,Part Number: PN-88421,0.951,No Action Needed,0.077,No,2024-06-25 21:31:15
IMG-800566,TKT-101133,PROD-1423,product_image_00566.jpg,No,,Yes,No,Input: 110-240V,0.89,Approve Replacement,0.066,No,2024-03-23 07:12:34
IMG-800567,TKT-100922,PROD-1878,product_image_00567.jpg,No,,No,No,Component: Active Directory,0.68,No Action Needed,0.099,Yes,2024-04-06 15:29:15
IMG-800568,TKT-101393,PROD-1790,product_image_00568.jpg,No,,No,No,Serial: SN-2024-001,0.671,No Action Needed,0.018,Yes,2024-05-23 22:48:23
IMG-800569,TKT-100806,PROD-1232,product_image_00569.jpg,No,,No,No,,0.802,No Action Needed,0.055,No,2024-05-31 15:30:05
IMG-800570,TKT-100694,PROD-1878,product_image_00570.jpg,Yes,Burn Mark,No,No,,0.743,Approve Replacement,0.081,Yes,2024-01-27 02:58:23
IMG-800571,TKT-100407,PROD-1790,product_image_00571.jpg,No,,No,No,Input: 110-240V,0.735,No Action Needed,0.075,Yes,2024-04-04 21:44:17
IMG-800572,TKT-100082,PROD-1739,product_image_00572.jpg,No,,No,No,Part Number: PN-88421,0.885,No Action Needed,0.034,No,2024-03-29 07:16:17
IMG-800573,TKT-101646,PROD-1711,product_image_00573.jpg,No,,No,No,Warranty: 12 months,0.933,No Action Needed,0.021,No,2024-04-25 14:18:13
IMG-800574,TKT-101241,PROD-1878,product_image_00574.jpg,No,,No,No,Component: Active Directory,0.9,No Action Needed,0.067,No,2024-04-30 16:44:41
IMG-800575,TKT-100652,PROD-1057,product_image_00575.jpg,No,,No,No,Component: Active Directory,0.899,No Action Needed,0.069,No,2024-01-18 21:48:04
IMG-800576,TKT-101514,PROD-1423,product_image_00576.jpg,No,,No,No,Input: 110-240V,0.955,No Action Needed,0.046,No,2024-03-29 02:02:27
IMG-800577,TKT-101696,PROD-1878,product_image_00577.jpg,Yes,Crack,No,No,Component: Active Directory,0.686,Approve Replacement,0.121,Yes,2024-02-25 05:48:42
IMG-800578,TKT-100613,PROD-1711,product_image_00578.jpg,No,,No,No,,0.852,No Action Needed,0.076,No,2024-02-20 01:38:18
IMG-800579,TKT-100754,PROD-1232,product_image_00579.jpg,No,,No,No,Made in China,0.843,No Action Needed,0.037,No,2024-05-04 17:28:21
IMG-800580,TKT-101195,PROD-1423,product_image_00580.jpg,No,,No,Yes,,0.916,Approve Replacement,0.032,No,2024-06-10 10:57:34
IMG-800581,TKT-101485,PROD-1739,product_image_00581.jpg,Yes,Water Damage,No,No,Component: Active Directory,0.727,Approve Partial Refund,0.071,Yes,2024-06-18 05:48:04
IMG-800582,TKT-101182,PROD-1816,product_image_00582.jpg,No,,Yes,No,,0.92,Approve Replacement,0.024,No,2024-01-17 16:39:53
IMG-800583,TKT-101195,PROD-1711,product_image_00583.jpg,No,,No,No,Component: Active Directory,0.96,No Action Needed,0.061,No,2024-01-14 11:43:42
IMG-800584,TKT-101586,PROD-1652,product_image_00584.jpg,No,,No,No,MFG: 2024-01,0.916,No Action Needed,0.035,No,2024-06-11 02:34:35
IMG-800585,TKT-100064,PROD-1790,product_image_00585.jpg,Yes,Broken Screen,No,No,Max Capacity: 5TB,0.831,Approve Refund,0.018,No,2024-01-05 04:49:29
IMG-800586,TKT-100642,PROD-1652,product_image_00586.jpg,No,,No,No,MFG: 2024-01,0.98,No Action Needed,0.061,No,2024-01-14 16:20:29
IMG-800587,TKT-100840,PROD-1878,product_image_00587.jpg,Yes,Water Damage,No,No,,0.858,Approve Partial Refund,0.169,Yes,2024-03-21 14:20:18
IMG-800588,TKT-101787,PROD-1739,product_image_00588.jpg,No,,No,No,,0.933,No Action Needed,0.083,No,2024-03-01 06:21:48
IMG-800589,TKT-101062,PROD-1816,product_image_00589.jpg,No,,No,No,Max Capacity: 5TB,0.771,No Action Needed,0.047,No,2024-02-27 02:35:43
IMG-800590,TKT-101076,PROD-1652,product_image_00590.jpg,No,,Yes,No,Warranty: 12 months,0.712,Approve Replacement,0.024,Yes,2024-05-23 17:24:13
IMG-800591,TKT-100941,PROD-1878,product_image_00591.jpg,No,,No,No,Part Number: PN-88421,0.891,No Action Needed,0.019,No,2024-05-15 19:33:43
IMG-800592,TKT-101384,PROD-1423,product_image_00592.jpg,No,,No,No,MFG: 2024-01,0.934,No Action Needed,0.015,No,2024-04-17 09:46:26
IMG-800593,TKT-101960,PROD-1816,product_image_00593.jpg,No,,No,No,WARNING: Do not expose to moisture,0.681,No Action Needed,0.038,Yes,2024-04-23 10:34:44
IMG-800594,TKT-100460,PROD-1423,product_image_00594.jpg,No,,No,No,,0.954,No Action Needed,0.069,No,2024-04-03 15:53:41
IMG-800595,TKT-101443,PROD-1816,product_image_00595.jpg,No,,No,No,Max Capacity: 5TB,0.911,No Action Needed,0.055,No,2024-04-15 05:26:41
IMG-800596,TKT-100649,PROD-1711,product_image_00596.jpg,No,,No,No,WARNING: Do not expose to moisture,0.957,No Action Needed,0.029,No,2024-04-29 21:44:30
IMG-800597,TKT-100589,PROD-1522,product_image_00597.jpg,No,,Yes,No,Input: 110-240V,0.978,Approve Replacement,0.046,No,2024-02-10 11:38:58
IMG-800598,TKT-100777,PROD-1652,product_image_00598.jpg,No,,No,No,,0.972,No Action Needed,0.046,No,2024-04-21 23:32:06
IMG-800599,TKT-101955,PROD-1057,product_image_00599.jpg,No,,No,Yes,WARNING: Do not expose to moisture,0.855,Approve Replacement,0.069,No,2024-01-18 22:15:22
IMG-800600,TKT-101956,PROD-1522,product_image_00600.jpg,No,,No,No,Max Capacity: 5TB,0.726,No Action Needed,0.038,Yes,2024-01-30 17:42:48
IMG-800601,TKT-101343,PROD-1423,product_image_00601.jpg,No,,No,No,,0.907,No Action Needed,0.091,No,2024-02-27 01:53:02
IMG-800602,TKT-100438,PROD-1816,product_image_00602.jpg,Yes,Crack,No,No,Input: 110-240V,0.705,Approve Replacement,0.016,Yes,2024-05-28 11:09:09
IMG-800603,TKT-101425,PROD-1423,product_image_00603.jpg,No,,No,No,Component: Active Directory,0.945,No Action Needed,0.093,No,2024-02-11 07:05:53
IMG-800604,TKT-101517,PROD-1790,product_image_00604.jpg,Yes,Missing Component,Yes,No,Input: 110-240V,0.784,Approve Replacement,0.15,No,2024-01-06 22:00:11
IMG-800605,TKT-100462,PROD-1816,product_image_00605.jpg,No,,No,No,Made in China,0.774,No Action Needed,0.061,No,2024-05-09 01:22:02
IMG-800606,TKT-100676,PROD-1711,product_image_00606.jpg,No,,No,No,Warranty: 12 months,0.695,No Action Needed,0.056,Yes,2024-03-03 06:32:07
IMG-800607,TKT-100010,PROD-1878,product_image_00607.jpg,Yes,Dent,No,No,Max Capacity: 5TB,0.725,Approve Replacement,0.072,Yes,2024-01-08 10:45:24
IMG-800608,TKT-100977,PROD-1816,product_image_00608.jpg,Yes,Shattered Glass,No,No,Model: NP-5000X,0.863,Approve Refund,0.079,No,2024-05-30 06:22:07
IMG-800609,TKT-101859,PROD-1522,product_image_00609.jpg,No,,No,No,MFG: 2024-01,0.908,No Action Needed,0.075,No,2024-05-22 12:34:43
IMG-800610,TKT-101095,PROD-1739,product_image_00610.jpg,No,,No,No,,0.721,No Action Needed,0.037,Yes,2024-02-24 22:05:07
IMG-800611,TKT-100358,PROD-1652,product_image_00611.jpg,No,,No,No,,0.693,No Action Needed,0.025,Yes,2024-04-09 04:33:48
IMG-800612,TKT-100360,PROD-1739,product_image_00612.jpg,No,,No,No,,0.982,No Action Needed,0.041,No,2024-06-28 18:27:47
IMG-800613,TKT-100813,PROD-1711,product_image_00613.jpg,No,,No,No,WARNING: Do not expose to moisture,0.948,No Action Needed,0.081,No,2024-05-27 23:07:11
IMG-800614,TKT-101795,PROD-1739,product_image_00614.jpg,No,,No,No,Component: Active Directory,0.901,No Action Needed,0.042,No,2024-03-08 16:46:20
IMG-800615,TKT-101234,PROD-1522,product_image_00615.jpg,No,,Yes,No,,0.822,Approve Replacement,0.021,No,2024-06-07 21:39:46
IMG-800616,TKT-100686,PROD-1423,product_image_00616.jpg,No,,No,No,Input: 110-240V,0.809,No Action Needed,0.066,No,2024-04-25 00:19:21
IMG-800617,TKT-101073,PROD-1711,product_image_00617.jpg,No,,No,No,,0.939,No Action Needed,0.028,No,2024-06-07 00:52:58
IMG-800618,TKT-100274,PROD-1878,product_image_00618.jpg,No,,No,No,MFG: 2024-01,0.855,No Action Needed,0.057,No,2024-05-19 09:50:22
IMG-800619,TKT-101656,PROD-1522,product_image_00619.jpg,No,,No,No,Max Capacity: 5TB,0.872,No Action Needed,0.08,No,2024-05-09 13:34:59
IMG-800620,TKT-101327,PROD-1423,product_image_00620.jpg,Yes,Dent,No,No,Part Number: PN-88421,0.879,Approve Partial Refund,0.088,No,2024-01-27 04:13:36
IMG-800621,TKT-101619,PROD-1423,product_image_00621.jpg,No,,No,Yes,MFG: 2024-01,0.65,Approve Replacement,0.044,Yes,2024-01-28 17:22:39
IMG-800622,TKT-100359,PROD-1790,product_image_00622.jpg,No,,No,No,,0.863,No Action Needed,0.077,No,2024-02-11 14:18:22
IMG-800623,TKT-101837,PROD-1652,product_image_00623.jpg,Yes,Rust,No,No,Serial: SN-2024-001,0.939,Approve Replacement,0.186,Yes,2024-06-10 13:24:47
IMG-800624,TKT-100820,PROD-1522,product_image_00624.jpg,No,,No,No,Warranty: 12 months,0.808,No Action Needed,0.011,No,2024-04-05 19:15:45
IMG-800625,TKT-100977,PROD-1232,product_image_00625.jpg,No,,No,No,,0.879,No Action Needed,0.075,No,2024-06-03 23:08:49
IMG-800626,TKT-100013,PROD-1423,product_image_00626.jpg,No,,No,No,Max Capacity: 5TB,0.953,No Action Needed,0.062,No,2024-05-04 04:37:43
IMG-800627,TKT-101543,PROD-1423,product_image_00627.jpg,No,,No,No,,0.693,No Action Needed,0.082,Yes,2024-02-27 05:46:51
IMG-800628,TKT-100618,PROD-1790,product_image_00628.jpg,No,,No,No,,0.897,No Action Needed,0.081,No,2024-04-09 14:54:47
IMG-800629,TKT-100023,PROD-1423,product_image_00629.jpg,No,,No,No,MFG: 2024-01,0.972,No Action Needed,0.037,No,2024-04-18 14:49:30
IMG-800630,TKT-100127,PROD-1522,product_image_00630.jpg,Yes,Paint Chipping,No,No,Made in China,0.693,Approve Replacement,0.02,Yes,2024-05-19 16:10:55
IMG-800631,TKT-101405,PROD-1878,product_image_00631.jpg,No,,No,No,,0.693,No Action Needed,0.083,Yes,2024-05-24 07:00:56
IMG-800632,TKT-101818,PROD-1423,product_image_00632.jpg,No,,No,No,WARNING: Do not expose to moisture,0.954,No Action Needed,0.068,No,2024-05-02 18:49:49
IMG-800633,TKT-100752,PROD-1790,product_image_00633.jpg,Yes,Missing Component,Yes,No,Warranty: 12 months,0.771,Approve Replacement,0.013,No,2024-02-01 18:27:51
IMG-800634,TKT-100979,PROD-1057,product_image_00634.jpg,No,,No,No,Component: Active Directory,0.838,No Action Needed,0.083,No,2024-04-04 05:37:25
IMG-800635,TKT-100765,PROD-1652,product_image_00635.jpg,No,,No,No,,0.783,No Action Needed,0.053,No,2024-06-20 17:14:07
IMG-800636,TKT-101869,PROD-1711,product_image_00636.jpg,No,,No,No,,0.831,No Action Needed,0.089,No,2024-04-08 14:05:33
IMG-800637,TKT-101642,PROD-1816,product_image_00637.jpg,No,,No,No,,0.758,No Action Needed,0.054,No,2024-03-24 02:04:53
IMG-800638,TKT-101393,PROD-1790,product_image_00638.jpg,No,,No,No,,0.901,No Action Needed,0.07,No,2024-04-17 02:02:51
IMG-800639,TKT-100167,PROD-1878,product_image_00639.jpg,No,,No,No,Part Number: PN-88421,0.795,No Action Needed,0.1,No,2024-06-21 15:58:34
IMG-800640,TKT-100159,PROD-1790,product_image_00640.jpg,No,,Yes,No,Input: 110-240V,0.801,Approve Replacement,0.066,No,2024-03-26 21:06:26
IMG-800641,TKT-101849,PROD-1878,product_image_00641.jpg,No,,No,No,Input: 110-240V,0.746,No Action Needed,0.037,Yes,2024-03-17 03:42:11
IMG-800642,TKT-100306,PROD-1057,product_image_00642.jpg,No,,No,No,Input: 110-240V,0.811,No Action Needed,0.016,No,2024-01-11 21:14:01
IMG-800643,TKT-100904,PROD-1522,product_image_00643.jpg,No,,No,No,Component: Active Directory,0.742,No Action Needed,0.046,Yes,2024-04-25 01:20:37
IMG-800644,TKT-101001,PROD-1522,product_image_00644.jpg,No,,No,No,,0.835,No Action Needed,0.022,No,2024-06-23 18:18:31
IMG-800645,TKT-100912,PROD-1739,product_image_00645.jpg,Yes,Paint Chipping,No,No,Made in China,0.888,Approve Partial Refund,0.091,No,2024-02-20 09:16:07
IMG-800646,TKT-100935,PROD-1790,product_image_00646.jpg,No,,No,No,Max Capacity: 5TB,0.753,No Action Needed,0.097,No,2024-01-04 02:34:50
IMG-800647,TKT-101377,PROD-1423,product_image_00647.jpg,No,,No,No,,0.776,No Action Needed,0.06,No,2024-06-21 23:44:49
IMG-800648,TKT-100810,PROD-1423,product_image_00648.jpg,No,,No,No,,0.671,No Action Needed,0.041,Yes,2024-06-12 07:36:45
IMG-800649,TKT-101527,PROD-1816,product_image_00649.jpg,No,,No,No,Model: NP-5000X,0.804,No Action Needed,0.042,No,2024-04-02 05:52:44
IMG-800650,TKT-100867,PROD-1232,product_image_00650.jpg,Yes,Broken Screen,No,No,Model: NP-5000X,0.782,Approve Refund,0.168,Yes,2024-03-04 17:59:17
IMG-800651,TKT-101914,PROD-1522,product_image_00651.jpg,No,,Yes,No,,0.97,Approve Replacement,0.068,No,2024-06-17 08:03:21
IMG-800652,TKT-100966,PROD-1739,product_image_00652.jpg,No,,No,No,Warranty: 12 months,0.786,No Action Needed,0.04,No,2024-01-01 01:37:47
IMG-800653,TKT-101574,PROD-1057,product_image_00653.jpg,No,,No,No,,0.721,No Action Needed,0.015,Yes,2024-01-01 02:51:50
IMG-800654,TKT-101493,PROD-1652,product_image_00654.jpg,No,,No,No,Made in China,0.767,No Action Needed,0.082,No,2024-06-26 02:29:07
IMG-800655,TKT-100918,PROD-1652,product_image_00655.jpg,Yes,Rust,No,No,Input: 110-240V,0.785,Approve Replacement,0.044,No,2024-02-16 04:28:42
IMG-800656,TKT-100272,PROD-1232,product_image_00656.jpg,No,,No,No,Input: 110-240V,0.969,No Action Needed,0.078,No,2024-02-08 22:36:24
IMG-800657,TKT-100804,PROD-1878,product_image_00657.jpg,No,,No,No,MFG: 2024-01,0.864,No Action Needed,0.085,No,2024-01-18 00:11:32
IMG-800658,TKT-101709,PROD-1739,product_image_00658.jpg,No,,No,No,,0.986,No Action Needed,0.039,No,2024-05-13 02:00:11
IMG-800659,TKT-100611,PROD-1711,product_image_00659.jpg,Yes,Crack,No,No,Made in China,0.847,Approve Partial Refund,0.171,Yes,2024-02-02 01:41:29
IMG-800660,TKT-101686,PROD-1816,product_image_00660.jpg,No,,No,Yes,Part Number: PN-88421,0.984,Approve Replacement,0.018,No,2024-01-29 00:19:44
IMG-800661,TKT-100317,PROD-1423,product_image_00661.jpg,No,,No,No,Serial: SN-2024-001,0.658,No Action Needed,0.02,Yes,2024-01-18 05:11:30
IMG-800662,TKT-100065,PROD-1652,product_image_00662.jpg,No,,No,No,Model: NP-5000X,0.958,No Action Needed,0.085,No,2024-04-04 22:36:58
IMG-800663,TKT-100492,PROD-1816,product_image_00663.jpg,No,,No,No,Component: Active Directory,0.922,No Action Needed,0.06,No,2024-06-20 17:10:22
IMG-800664,TKT-100068,PROD-1711,product_image_00664.jpg,No,,No,No,Model: NP-5000X,0.791,No Action Needed,0.096,No,2024-05-21 19:48:54
IMG-800665,TKT-100501,PROD-1739,product_image_00665.jpg,No,,No,No,MFG: 2024-01,0.844,No Action Needed,0.027,No,2024-06-08 23:31:34
IMG-800666,TKT-101105,PROD-1816,product_image_00666.jpg,No,,No,No,,0.835,No Action Needed,0.044,No,2024-06-05 14:15:22
IMG-800667,TKT-101589,PROD-1739,product_image_00667.jpg,No,,No,No,WARNING: Do not expose to moisture,0.781,No Action Needed,0.015,No,2024-04-20 10:02:13
IMG-800668,TKT-100479,PROD-1790,product_image_00668.jpg,No,,No,No,Component: Active Directory,0.935,No Action Needed,0.023,No,2024-05-11 11:51:14
IMG-800669,TKT-101582,PROD-1232,product_image_00669.jpg,Yes,Missing Component,Yes,No,Warranty: 12 months,0.842,Approve Partial Refund,0.144,No,2024-03-17 18:12:04
IMG-800670,TKT-101352,PROD-1878,product_image_00670.jpg,Yes,Missing Component,No,Yes,WARNING: Do not expose to moisture,0.713,Approve Replacement,0.165,Yes,2024-01-01 09:44:41
IMG-800671,TKT-100124,PROD-1878,product_image_00671.jpg,No,,No,No,,0.676,No Action Needed,0.025,Yes,2024-06-02 16:21:01
IMG-800672,TKT-101801,PROD-1057,product_image_00672.jpg,No,,No,No,Made in China,0.986,No Action Needed,0.072,No,2024-06-19 07:41:12
IMG-800673,TKT-101138,PROD-1711,product_image_00673.jpg,No,,No,No,Part Number: PN-88421,0.676,No Action Needed,0.01,Yes,2024-04-01 05:10:10
IMG-800674,TKT-101928,PROD-1652,product_image_00674.jpg,No,,No,No,,0.872,No Action Needed,0.062,No,2024-03-08 22:58:53
IMG-800675,TKT-100652,PROD-1652,product_image_00675.jpg,No,,Yes,No,WARNING: Do not expose to moisture,0.837,Approve Replacement,0.097,No,2024-04-03 19:07:56
IMG-800676,TKT-100770,PROD-1057,product_image_00676.jpg,No,,Yes,No,,0.721,Approve Replacement,0.063,Yes,2024-02-14 19:23:26
IMG-800677,TKT-100969,PROD-1816,product_image_00677.jpg,No,,Yes,No,,0.769,Approve Replacement,0.08,No,2024-02-04 02:33:10
IMG-800678,TKT-100615,PROD-1057,product_image_00678.jpg,No,,No,No,,0.726,No Action Needed,0.046,Yes,2024-02-20 12:11:34
IMG-800679,TKT-101873,PROD-1739,product_image_00679.jpg,No,,Yes,No,Made in China,0.926,Approve Replacement,0.035,No,2024-02-02 00:49:22
IMG-800680,TKT-101141,PROD-1878,product_image_00680.jpg,No,,Yes,No,MFG: 2024-01,0.975,Approve Replacement,0.09,No,2024-05-06 19:45:38
IMG-800681,TKT-100522,PROD-1816,product_image_00681.jpg,No,,No,No,Serial: SN-2024-001,0.843,No Action Needed,0.015,No,2024-01-28 12:30:39
IMG-800682,TKT-101888,PROD-1711,product_image_00682.jpg,No,,No,Yes,,0.898,Approve Replacement,0.061,No,2024-01-26 07:59:16
IMG-800683,TKT-100189,PROD-1878,product_image_00683.jpg,No,,No,No,,0.878,No Action Needed,0.054,No,2024-05-30 00:22:55
IMG-800684,TKT-100390,PROD-1739,product_image_00684.jpg,No,,No,No,Component: Active Directory,0.705,No Action Needed,0.052,Yes,2024-05-30 09:37:30
IMG-800685,TKT-101234,PROD-1739,product_image_00685.jpg,No,,No,No,,0.659,No Action Needed,0.042,Yes,2024-02-19 12:55:11
IMG-800686,TKT-100385,PROD-1790,product_image_00686.jpg,No,,No,No,,0.843,No Action Needed,0.082,No,2024-03-30 00:35:59
IMG-800687,TKT-101144,PROD-1816,product_image_00687.jpg,No,,No,No,Part Number: PN-88421,0.96,No Action Needed,0.015,No,2024-01-28 06:31:04
IMG-800688,TKT-100620,PROD-1739,product_image_00688.jpg,No,,No,No,MFG: 2024-01,0.959,No Action Needed,0.032,No,2024-05-13 23:13:17
IMG-800689,TKT-101970,PROD-1522,product_image_00689.jpg,Yes,Paint Chipping,No,No,,0.671,Approve Replacement,0.181,Yes,2024-04-25 20:09:32
IMG-800690,TKT-101424,PROD-1790,product_image_00690.jpg,No,,No,No,,0.744,No Action Needed,0.055,Yes,2024-05-05 23:44:33
IMG-800691,TKT-100812,PROD-1816,product_image_00691.jpg,No,,No,No,WARNING: Do not expose to moisture,0.796,No Action Needed,0.077,No,2024-03-13 11:50:24
IMG-800692,TKT-100779,PROD-1711,product_image_00692.jpg,No,,No,No,Part Number: PN-88421,0.919,No Action Needed,0.045,No,2024-03-29 22:43:08
IMG-800693,TKT-100631,PROD-1423,product_image_00693.jpg,No,,No,No,Max Capacity: 5TB,0.933,No Action Needed,0.026,No,2024-01-31 18:28:57
IMG-800694,TKT-100954,PROD-1522,product_image_00694.jpg,No,,No,No,,0.655,No Action Needed,0.042,Yes,2024-01-15 00:08:35
IMG-800695,TKT-101479,PROD-1711,product_image_00695.jpg,No,,No,No,,0.967,No Action Needed,0.012,No,2024-04-08 01:40:08
IMG-800696,TKT-100655,PROD-1816,product_image_00696.jpg,No,,No,No,Made in China,0.875,No Action Needed,0.071,No,2024-01-13 01:23:53
IMG-800697,TKT-100093,PROD-1790,product_image_00697.jpg,No,,No,No,,0.867,No Action Needed,0.039,No,2024-01-09 16:34:18
IMG-800698,TKT-101518,PROD-1057,product_image_00698.jpg,No,,No,No,Input: 110-240V,0.82,No Action Needed,0.071,No,2024-03-14 15:47:07
IMG-800699,TKT-101914,PROD-1790,product_image_00699.jpg,No,,No,No,Made in China,0.79,No Action Needed,0.029,No,2024-02-09 16:26:39
IMG-800700,TKT-100604,PROD-1057,product_image_00700.jpg,No,,No,No,MFG: 2024-01,0.916,No Action Needed,0.079,No,2024-03-29 00:13:18
IMG-800701,TKT-100777,PROD-1790,product_image_00701.jpg,No,,No,No,,0.878,No Action Needed,0.076,No,2024-04-12 00:12:11
IMG-800702,TKT-101022,PROD-1878,product_image_00702.jpg,No,,No,No,Part Number: PN-88421,0.795,No Action Needed,0.068,No,2024-03-09 19:36:50
IMG-800703,TKT-100527,PROD-1711,product_image_00703.jpg,No,,Yes,No,,0.963,Approve Replacement,0.083,No,2024-04-14 16:47:10
IMG-800704,TKT-101314,PROD-1711,product_image_00704.jpg,No,,No,No,Part Number: PN-88421,0.712,No Action Needed,0.096,Yes,2024-01-07 08:39:46
IMG-800705,TKT-100346,PROD-1057,product_image_00705.jpg,No,,No,No,,0.926,No Action Needed,0.017,No,2024-03-20 22:36:35
IMG-800706,TKT-101000,PROD-1057,product_image_00706.jpg,No,,No,No,,0.946,No Action Needed,0.081,No,2024-02-05 17:12:37
