sla_event_id,ticket_id,assigned_team,severity,sla_target_hours,first_response_time,resolution_time,breach_risk_score,breached,escalation_triggered,workload_score,agent_utilization,queue_size,region,business_unit,manager_name,support_shift,incident_type,operational_risk,created_date
SLA-500480,TKT-100612,Security-Team,Low,48,266,293,10.17,No,No,57.03,72.37,41,Europe,Enterprise,Manager_D,Night,Integration,Medium,2024-05-09
SLA-500481,TKT-101532,Billing-Team,Medium,24,299,514,35.69,No,No,43.15,44.23,3,North America,Startup,Manager_A,Afternoon,Service Down,Low,2024-04-24
SLA-500482,TKT-100024,Tier1-Support,High,8,145,377,78.54,No,No,85.74,54.96,39,Europe,Mid-Market,Manager_B,Night,Security,Medium,2024-06-14
SLA-500483,TKT-101405,Tier2-Technical,High,8,60,188,39.17,No,No,67.01,85.43,22,Asia-Pacific,Enterprise,Manager_A,Morning,Performance,High,2024-01-13
SLA-500484,TKT-101848,Cloud-Support,Medium,24,585,1118,77.64,No,No,84.38,85.19,33,Europe,Enterprise,Manager_C,Morning,Service Down,High,2024-03-10
SLA-500485,TKT-101929,Cloud-Support,High,8,203,220,45.83,No,No,60.26,41.71,23,North America,Mid-Market,Manager_E,Night,Configuration,Low,2024-05-28
SLA-500486,TKT-100808,Cloud-Support,High,8,78,576,120.0,Yes,Yes,74.1,87.2,7,North America,Startup,Manager_F,Night,Performance,Medium,2024-04-19
SLA-500487,TKT-100724,Billing-Team,High,8,231,514,107.08,Yes,Yes,99.73,85.4,3,Europe,SMB,Manager_C,Night,Performance,High,2024-05-04
SLA-500488,TKT-100070,Billing-Team,Low,48,687,2314,80.35,No,Yes,99.92,57.97,32,Asia-Pacific,Startup,Manager_D,Night,Service Down,High,2024-03-01
SLA-500489,TKT-100179,Security-Team,High,8,162,410,85.42,No,Yes,32.82,62.62,36,LATAM,Mid-Market,Manager_D,Afternoon,Configuration,Low,2024-05-28
SLA-500490,TKT-101811,Billing-Team,High,8,290,657,136.88,Yes,Yes,31.01,82.04,33,North America,Startup,Manager_F,Evening,Data Loss,Medium,2024-04-08
SLA-500491,TKT-101115,Cloud-Support,Critical,4,68,370,154.17,Yes,Yes,58.16,61.48,5,Asia-Pacific,SMB,Manager_D,Evening,Performance,Critical,2024-05-06
SLA-500492,TKT-100053,Network-Operations,High,8,73,632,131.67,Yes,Yes,57.25,52.59,20,Europe,Enterprise,Manager_C,Morning,Data Loss,High,2024-05-18
SLA-500493,TKT-101084,Network-Operations,Critical,4,54,57,23.75,No,No,66.94,51.64,22,Europe,Mid-Market,Manager_A,Afternoon,Configuration,Critical,2024-05-11
SLA-500494,TKT-100493,Security-Team,High,8,169,527,109.79,Yes,Yes,95.8,67.72,33,North America,Mid-Market,Manager_E,Night,Security,Medium,2024-05-25
SLA-500495,TKT-101915,Tier3-Engineering,Medium,24,470,1218,84.58,No,Yes,41.71,67.52,42,Europe,Mid-Market,Manager_E,Evening,Configuration,Medium,2024-03-29
SLA-500496,TKT-101428,Network-Operations,Medium,24,457,1037,72.01,No,No,40.93,74.98,5,North America,SMB,Manager_E,Afternoon,Integration,Medium,2024-04-13
SLA-500497,TKT-101942,Billing-Team,High,8,213,780,162.5,Yes,Yes,88.62,49.34,21,LATAM,SMB,Manager_B,Night,Service Down,High,2024-06-09
SLA-500498,TKT-100184,Tier1-Support,Medium,24,42,326,22.64,No,No,88.67,84.15,31,Europe,Mid-Market,Manager_A,Night,Service Down,Critical,2024-06-04
SLA-500499,TKT-100679,Billing-Team,Medium,24,93,132,9.17,No,No,40.76,71.49,39,Europe,SMB,Manager_F,Afternoon,Security,Medium,2024-01-26
SLA-500500,TKT-100121,Tier1-Support,High,8,298,209,43.54,No,No,79.18,43.66,27,Europe,Mid-Market,Manager_A,Evening,Service Down,Low,2024-05-07
SLA-500501,TKT-100765,Infrastructure,Medium,24,438,1287,89.38,No,Yes,78.35,72.82,17,North America,SMB,Manager_C,Evening,Performance,High,2024-06-24
SLA-500502,TKT-101998,Tier3-Engineering,Medium,24,214,207,14.37,No,No,91.92,46.89,21,LATAM,Startup,Manager_F,Evening,Performance,Low,2024-04-28
SLA-500503,TKT-101448,Network-Operations,Medium,24,206,726,50.42,No,No,84.31,47.04,40,Europe,Mid-Market,Manager_D,Evening,Configuration,Medium,2024-01-12
SLA-500504,TKT-101410,Security-Team,High,8,63,409,85.21,No,Yes,51.42,70.35,35,Europe,Mid-Market,Manager_F,Morning,Configuration,Low,2024-04-17
SLA-500505,TKT-101942,Infrastructure,Low,48,762,2563,88.99,No,Yes,33.87,91.83,33,North America,Mid-Market,Manager_E,Evening,Integration,Low,2024-03-24
SLA-500506,TKT-100452,Tier2-Technical,Critical,4,39,101,42.08,No,No,60.78,55.31,41,LATAM,Mid-Market,Manager_C,Morning,Performance,Low,2024-05-15
SLA-500507,TKT-100710,Network-Operations,Low,48,567,1323,45.94,No,No,87.86,60.11,37,Europe,Enterprise,Manager_F,Evening,Data Loss,High,2024-02-05
SLA-500508,TKT-100023,Security-Team,Low,48,1109,3534,122.71,Yes,Yes,84.38,44.21,25,Europe,Mid-Market,Manager_F,Morning,Security,Low,2024-01-22
SLA-500509,TKT-100525,Tier2-Technical,Medium,24,374,130,9.03,No,No,69.44,84.21,6,North America,Enterprise,Manager_D,Night,Configuration,Medium,2024-01-10
SLA-500510,TKT-100859,Tier3-Engineering,Medium,24,237,1498,104.03,Yes,Yes,30.22,49.58,24,LATAM,Startup,Manager_D,Evening,Integration,Low,2024-02-26
SLA-500511,TKT-100768,Tier2-Technical,High,8,180,243,50.62,No,No,55.47,50.49,26,LATAM,Mid-Market,Manager_B,Night,Service Down,Medium,2024-04-24
SLA-500512,TKT-101636,Tier1-Support,Critical,4,16,135,56.25,No,No,51.97,69.59,40,Asia-Pacific,Enterprise,Manager_C,Evening,Service Down,Medium,2024-02-01
SLA-500513,TKT-100151,Network-Operations,High,8,147,277,57.71,No,No,43.66,66.92,17,Europe,Startup,Manager_B,Morning,Integration,High,2024-03-16
SLA-500514,TKT-101928,Tier2-Technical,Medium,24,210,563,39.1,No,No,55.3,87.29,19,Asia-Pacific,Startup,Manager_F,Morning,Data Loss,Low,2024-02-08
SLA-500515,TKT-101930,Tier3-Engineering,Medium,24,344,343,23.82,No,No,38.82,50.8,18,LATAM,Mid-Market,Manager_A,Morning,Security,High,2024-05-13
SLA-500516,TKT-100420,Billing-Team,Medium,24,187,389,27.01,No,No,75.13,52.64,40,LATAM,SMB,Manager_F,Evening,Security,Critical,2024-03-17
SLA-500517,TKT-100486,Tier2-Technical,Medium,24,485,1334,92.64,No,Yes,69.96,50.19,31,North America,Startup,Manager_E,Night,Performance,High,2024-05-10
SLA-500518,TKT-100111,Network-Operations,Low,48,737,959,33.3,No,No,50.0,90.99,9,North America,Startup,Manager_A,Evening,Configuration,Medium,2024-03-02
SLA-500519,TKT-101280,Cloud-Support,Low,48,905,626,21.74,No,No,92.58,58.56,32,Europe,Enterprise,Manager_A,Afternoon,Performance,Medium,2024-03-09
SLA-500520,TKT-101307,Security-Team,Low,48,1150,2200,76.39,No,No,47.69,68.6,21,North America,Startup,Manager_A,Evening,Data Loss,Low,2024-05-29
SLA-500521,TKT-100964,Cloud-Support,High,8,44,698,145.42,Yes,Yes,72.02,42.94,14,Asia-Pacific,Enterprise,Manager_F,Night,Performance,Low,2024-06-12
SLA-500522,TKT-100759,Infrastructure,Medium,24,272,1201,83.4,No,Yes,46.6,92.17,24,Asia-Pacific,Mid-Market,Manager_D,Morning,Security,Low,2024-01-08
SLA-500523,TKT-100900,Cloud-Support,Critical,4,110,216,90.0,No,Yes,71.3,40.35,29,Asia-Pacific,Mid-Market,Manager_C,Morning,Performance,High,2024-01-16
SLA-500524,TKT-101540,Tier2-Technical,Medium,24,510,1032,71.67,No,No,79.29,91.43,30,North America,SMB,Manager_E,Night,Integration,High,2024-03-22
SLA-500525,TKT-100465,Tier1-Support,Low,48,605,2948,102.36,Yes,Yes,33.18,75.56,20,LATAM,Startup,Manager_E,Night,Integration,Medium,2024-06-28
SLA-500526,TKT-101805,Billing-Team,Medium,24,478,684,47.5,No,No,33.52,41.92,34,LATAM,SMB,Manager_A,Night,Configuration,High,2024-05-16
SLA-500527,TKT-100071,Tier3-Engineering,High,8,0,103,21.46,No,No,31.75,64.7,10,North America,Startup,Manager_B,Afternoon,Performance,Medium,2024-05-19
SLA-500528,TKT-101655,Billing-Team,High,8,71,726,151.25,Yes,Yes,42.14,60.89,41,Europe,Enterprise,Manager_D,Morning,Configuration,Low,2024-04-24
SLA-500529,TKT-100891,Billing-Team,High,8,170,332,69.17,No,No,44.75,70.61,22,Europe,SMB,Manager_C,Morning,Service Down,Medium,2024-05-30
SLA-500530,TKT-100794,Infrastructure,Critical,4,85,131,54.58,No,No,31.34,85.48,9,Asia-Pacific,SMB,Manager_E,Night,Service Down,High,2024-04-24
SLA-500531,TKT-101610,Infrastructure,Low,48,816,3460,120.14,Yes,Yes,97.3,76.73,20,North America,Startup,Manager_B,Afternoon,Integration,Medium,2024-01-17
SLA-500532,TKT-101204,Tier2-Technical,Medium,24,183,1171,81.32,No,Yes,89.37,92.09,5,North America,Enterprise,Manager_C,Evening,Data Loss,Medium,2024-06-25
SLA-500533,TKT-100540,Infrastructure,Low,48,57,1532,53.19,No,No,30.72,79.38,42,LATAM,Startup,Manager_A,Afternoon,Security,Medium,2024-03-23
SLA-500534,TKT-100825,Tier3-Engineering,Low,48,795,1136,39.44,No,No,36.23,94.54,34,LATAM,Enterprise,Manager_D,Evening,Configuration,Critical,2024-04-23
SLA-500535,TKT-100486,Tier1-Support,Critical,4,107,166,69.17,No,No,46.8,79.06,32,LATAM,SMB,Manager_C,Morning,Security,Low,2024-05-21
SLA-500536,TKT-101674,Security-Team,Medium,24,510,921,63.96,No,No,43.26,40.28,43,Asia-Pacific,SMB,Manager_D,Morning,Performance,Critical,2024-05-27
SLA-500537,TKT-100275,Security-Team,High,8,9,270,56.25,No,No,93.31,84.96,28,LATAM,SMB,Manager_C,Night,Integration,Low,2024-01-15
SLA-500538,TKT-101322,Tier2-Technical,Medium,24,104,1699,117.99,Yes,Yes,58.78,62.13,32,Europe,Startup,Manager_B,Night,Configuration,Medium,2024-05-19
SLA-500539,TKT-100992,Network-Operations,Critical,4,86,205,85.42,No,Yes,78.37,54.94,26,North America,Mid-Market,Manager_A,Evening,Configuration,High,2024-05-10
SLA-500540,TKT-101037,Infrastructure,Low,48,984,1091,37.88,No,No,88.17,46.59,34,Europe,Enterprise,Manager_B,Afternoon,Performance,Low,2024-05-22
SLA-500541,TKT-101714,Tier1-Support,Critical,4,109,331,137.92,Yes,Yes,74.26,72.1,6,Europe,Enterprise,Manager_D,Morning,Security,Medium,2024-04-16
SLA-500542,TKT-101443,Billing-Team,Low,48,470,2227,77.33,No,No,70.7,45.82,36,Asia-Pacific,SMB,Manager_D,Night,Configuration,Medium,2024-05-30
SLA-500543,TKT-101890,Tier2-Technical,Medium,24,551,1385,96.18,No,Yes,69.24,91.85,9,North America,Mid-Market,Manager_C,Night,Integration,High,2024-03-01
SLA-500544,TKT-100913,Tier3-Engineering,High,8,236,752,156.67,Yes,Yes,62.48,46.53,39,LATAM,SMB,Manager_C,Afternoon,Security,Low,2024-03-13
SLA-500545,TKT-101533,Tier2-Technical,High,8,1,508,105.83,Yes,Yes,78.98,73.93,12,Asia-Pacific,Enterprise,Manager_D,Morning,Performance,Medium,2024-03-16
SLA-500546,TKT-101748,Billing-Team,High,8,204,504,105.0,Yes,Yes,47.24,63.3,31,Europe,Mid-Market,Manager_F,Afternoon,Security,Low,2024-06-10
SLA-500547,TKT-101334,Infrastructure,Low,48,856,1851,64.27,No,No,66.65,52.0,38,North America,Enterprise,Manager_D,Afternoon,Configuration,Medium,2024-03-05
SLA-500548,TKT-100354,Tier1-Support,Low,48,693,1689,58.65,No,No,87.65,85.14,39,Europe,SMB,Manager_E,Evening,Configuration,High,2024-01-08
SLA-500549,TKT-101980,Security-Team,Low,48,528,2277,79.06,No,No,44.63,44.66,18,LATAM,Startup,Manager_C,Night,Security,Medium,2024-06-21
SLA-500550,TKT-100446,Cloud-Support,High,8,13,298,62.08,No,No,39.77,71.71,28,Asia-Pacific,Startup,Manager_E,Morning,Service Down,High,2024-06-07
SLA-500551,TKT-101047,Network-Operations,Low,48,674,1323,45.94,No,No,38.31,91.36,24,Asia-Pacific,SMB,Manager_F,Morning,Data Loss,Medium,2024-01-26
SLA-500552,TKT-100130,Network-Operations,Critical,4,89,49,20.42,No,No,47.48,75.98,19,Asia-Pacific,SMB,Manager_C,Evening,Configuration,Medium,2024-01-14
SLA-500553,TKT-101456,Security-Team,High,8,43,458,95.42,No,Yes,72.9,91.62,36,Europe,Mid-Market,Manager_E,Afternoon,Service Down,Low,2024-05-26
SLA-500554,TKT-101649,Infrastructure,Low,48,121,671,23.3,No,No,33.28,57.58,18,Asia-Pacific,Mid-Market,Manager_F,Morning,Configuration,High,2024-02-19
SLA-500555,TKT-101018,Security-Team,Low,48,799,3475,120.66,Yes,Yes,58.92,77.17,15,Asia-Pacific,Startup,Manager_D,Night,Configuration,Low,2024-03-08
SLA-500556,TKT-100072,Billing-Team,Medium,24,189,1531,106.32,Yes,Yes,59.34,49.25,3,Asia-Pacific,Mid-Market,Manager_F,Night,Configuration,Medium,2024-05-15
SLA-500557,TKT-100734,Security-Team,Medium,24,170,278,19.31,No,No,97.07,52.12,9,Europe,Mid-Market,Manager_C,Morning,Data Loss,Low,2024-04-17
SLA-500558,TKT-100262,Security-Team,Critical,4,105,154,64.17,No,No,74.09,62.18,11,Europe,SMB,Manager_F,Morning,Performance,Medium,2024-04-23
SLA-500559,TKT-100727,Billing-Team,Medium,24,422,691,47.99,No,No,61.07,89.15,24,Asia-Pacific,Startup,Manager_C,Evening,Security,High,2024-05-13
SLA-500560,TKT-101199,Security-Team,Critical,4,109,137,57.08,No,No,56.53,90.33,33,LATAM,Enterprise,Manager_D,Morning,Configuration,Medium,2024-01-15
SLA-500561,TKT-101195,Tier2-Technical,Medium,24,456,1345,93.4,No,Yes,70.11,57.89,4,LATAM,Mid-Market,Manager_E,Morning,Configuration,High,2024-02-12
SLA-500562,TKT-100781,Security-Team,Critical,4,3,366,152.5,Yes,Yes,80.99,59.02,23,LATAM,Enterprise,Manager_B,Afternoon,Performance,High,2024-02-04
SLA-500563,TKT-100701,Infrastructure,Critical,4,83,179,74.58,No,No,84.83,54.63,43,LATAM,Mid-Market,Manager_C,Afternoon,Service Down,Low,2024-02-29
SLA-500564,TKT-100998,Network-Operations,Low,48,224,1793,62.26,No,No,38.43,91.62,24,Europe,SMB,Manager_F,Morning,Service Down,Low,2024-05-04
SLA-500565,TKT-100925,Security-Team,Low,48,1070,3171,110.1,Yes,Yes,68.25,62.95,29,Europe,Mid-Market,Manager_E,Afternoon,Data Loss,Low,2024-04-21
SLA-500566,TKT-101608,Tier2-Technical,Medium,24,585,837,58.13,No,No,80.7,77.97,31,Europe,Startup,Manager_F,Night,Data Loss,Low,2024-06-17
SLA-500567,TKT-100878,Cloud-Support,Low,48,115,2335,81.08,No,Yes,41.41,52.86,12,LATAM,Enterprise,Manager_A,Afternoon,Configuration,High,2024-06-21
SLA-500568,TKT-100764,Tier1-Support,Low,48,893,1839,63.85,No,No,49.44,41.98,19,Asia-Pacific,Mid-Market,Manager_A,Morning,Configuration,Low,2024-03-15
SLA-500569,TKT-101502,Billing-Team,Medium,24,529,602,41.81,No,No,32.01,72.08,7,Europe,SMB,Manager_C,Afternoon,Service Down,High,2024-06-23
SLA-500570,TKT-100785,Security-Team,Low,48,297,315,10.94,No,No,55.49,71.14,3,Europe,Enterprise,Manager_A,Evening,Security,Low,2024-06-03
SLA-500571,TKT-100933,Network-Operations,High,8,71,322,67.08,No,No,39.24,68.23,41,LATAM,Mid-Market,Manager_C,Night,Security,Low,2024-05-20
SLA-500572,TKT-101536,Billing-Team,High,8,16,122,25.42,No,No,45.7,52.43,22,Europe,Startup,Manager_A,Afternoon,Performance,Low,2024-03-30
SLA-500573,TKT-101489,Tier3-Engineering,Low,48,795,869,30.17,No,No,53.62,87.89,31,Europe,Enterprise,Manager_E,Afternoon,Service Down,Low,2024-01-14
SLA-500574,TKT-100750,Tier1-Support,High,8,179,183,38.12,No,No,83.14,80.01,16,LATAM,SMB,Manager_E,Morning,Integration,Medium,2024-06-22
SLA-500575,TKT-100098,Tier2-Technical,Medium,24,460,737,51.18,No,No,44.6,56.3,30,North America,Enterprise,Manager_F,Morning,Data Loss,Low,2024-03-10
SLA-500576,TKT-100909,Infrastructure,Low,48,917,463,16.08,No,No,77.58,43.12,37,North America,SMB,Manager_D,Afternoon,Performance,Medium,2024-01-19
SLA-500577,TKT-101423,Tier1-Support,Medium,24,426,949,65.9,No,No,98.32,58.96,37,Asia-Pacific,Startup,Manager_F,Morning,Configuration,Low,2024-05-26
SLA-500578,TKT-101065,Security-Team,Medium,24,115,358,24.86,No,No,85.34,47.76,33,Europe,Startup,Manager_A,Morning,Security,High,2024-03-22
SLA-500579,TKT-100233,Tier2-Technical,Low,48,637,517,17.95,No,No,76.99,54.89,35,LATAM,Mid-Market,Manager_E,Afternoon,Security,Low,2024-05-16
SLA-500580,TKT-101702,Billing-Team,Low,48,134,819,28.44,No,No,98.41,83.66,36,Asia-Pacific,Startup,Manager_C,Afternoon,Service Down,Medium,2024-06-07
SLA-500581,TKT-101122,Cloud-Support,Low,48,287,2097,72.81,No,No,60.41,64.55,3,Europe,Startup,Manager_C,Afternoon,Service Down,Medium,2024-01-17
SLA-500582,TKT-100026,Tier2-Technical,Medium,24,15,1445,100.35,Yes,Yes,31.65,63.63,25,North America,Startup,Manager_B,Morning,Integration,High,2024-04-28
SLA-500583,TKT-100153,Tier2-Technical,Low,48,305,1147,39.83,No,No,32.81,88.95,29,Asia-Pacific,Mid-Market,Manager_D,Evening,Security,Low,2024-02-16
SLA-500584,TKT-100950,Tier1-Support,Low,48,617,2998,104.1,Yes,Yes,47.71,87.61,20,North America,Mid-Market,Manager_A,Evening,Security,Low,2024-02-09
SLA-500585,TKT-101641,Network-Operations,Low,48,492,3506,121.74,Yes,Yes,52.7,77.21,3,LATAM,Enterprise,Manager_A,Morning,Service Down,High,2024-05-09
SLA-500586,TKT-101744,Tier3-Engineering,Medium,24,29,1739,120.76,Yes,Yes,49.31,82.27,11,Europe,SMB,Manager_C,Night,Integration,High,2024-02-09
SLA-500587,TKT-100549,Tier2-Technical,Low,48,1015,1624,56.39,No,No,75.66,53.81,17,Asia-Pacific,SMB,Manager_B,Morning,Data Loss,Low,2024-04-16
SLA-500588,TKT-100819,Cloud-Support,Low,48,335,2449,85.03,No,Yes,42.84,72.68,13,Asia-Pacific,Startup,Manager_F,Night,Data Loss,Medium,2024-03-16
SLA-500589,TKT-101328,Tier3-Engineering,Low,48,521,2127,73.85,No,No,86.47,86.31,40,North America,Mid-Market,Manager_F,Morning,Performance,Medium,2024-03-05
SLA-500590,TKT-100212,Infrastructure,Medium,24,407,1042,72.36,No,No,74.34,84.3,3,LATAM,Startup,Manager_B,Night,Security,Low,2024-01-12
SLA-500591,TKT-101252,Tier1-Support,Medium,24,339,244,16.94,No,No,31.73,59.95,15,Europe,Startup,Manager_D,Morning,Data Loss,High,2024-05-21
SLA-500592,TKT-100902,Tier1-Support,High,8,149,513,106.88,Yes,Yes,80.03,56.13,15,North America,SMB,Manager_F,Evening,Service Down,High,2024-04-09
SLA-500593,TKT-101442,Billing-Team,Medium,24,95,1060,73.61,No,No,77.57,92.03,4,Asia-Pacific,Enterprise,Manager_D,Afternoon,Data Loss,Low,2024-04-18
SLA-500594,TKT-100708,Infrastructure,Low,48,698,1204,41.81,No,No,76.33,74.85,15,Europe,Enterprise,Manager_A,Afternoon,Integration,Medium,2024-05-19
SLA-500595,TKT-101738,Cloud-Support,Low,48,1004,3453,119.9,Yes,Yes,38.92,46.94,16,LATAM,Mid-Market,Manager_A,Night,Security,Low,2024-06-17
SLA-500596,TKT-100493,Network-Operations,Medium,24,555,729,50.62,No,No,52.28,89.18,24,Asia-Pacific,Enterprise,Manager_E,Afternoon,Integration,High,2024-05-02
SLA-500597,TKT-101317,Infrastructure,Low,48,42,1104,38.33,No,No,30.95,57.75,29,LATAM,Mid-Market,Manager_A,Night,Data Loss,Low,2024-02-01
SLA-500598,TKT-101640,Cloud-Support,High,8,250,783,163.12,Yes,Yes,69.6,68.3,7,North America,Startup,Manager_D,Evening,Service Down,High,2024-04-04
SLA-500599,TKT-101018,Tier1-Support,Medium,24,507,850,59.03,No,No,46.82,45.22,21,North America,Startup,Manager_D,Morning,Integration,Low,2024-04-05
SLA-500600,TKT-101124,Tier1-Support,Low,48,565,1607,55.8,No,No,58.33,44.82,17,North America,SMB,Manager_E,Afternoon,Configuration,Critical,2024-02-15
SLA-500601,TKT-101375,Cloud-Support,Medium,24,57,1580,109.72,Yes,Yes,51.4,62.15,30,Asia-Pacific,SMB,Manager_A,Afternoon,Data Loss,High,2024-01-08
SLA-500602,TKT-100679,Cloud-Support,Low,48,946,2418,83.96,No,Yes,81.7,76.66,13,Asia-Pacific,Startup,Manager_A,Morning,Configuration,Medium,2024-01-20
SLA-500603,TKT-100454,Tier1-Support,High,8,259,302,62.92,No,No,65.0,80.16,44,Asia-Pacific,SMB,Manager_F,Evening,Integration,Low,2024-03-26
SLA-500604,TKT-101069,Network-Operations,Low,48,110,2212,76.81,No,No,85.76,52.79,9,North America,Enterprise,Manager_B,Night,Performance,Low,2024-02-11
SLA-500605,TKT-101683,Infrastructure,Medium,24,25,418,29.03,No,No,49.45,82.43,20,North America,SMB,Manager_E,Afternoon,Performance,High,2024-06-27
SLA-500606,TKT-100247,Infrastructure,Medium,24,438,785,54.51,No,No,50.7,91.29,35,Europe,Startup,Manager_B,Evening,Service Down,Medium,2024-05-13
SLA-500607,TKT-101550,Infrastructure,Low,48,741,1632,56.67,No,No,72.95,89.39,41,North America,Enterprise,Manager_D,Night,Configuration,Medium,2024-02-21
SLA-500608,TKT-101206,Tier3-Engineering,High,8,262,326,67.92,No,No,93.54,94.81,13,LATAM,Enterprise,Manager_E,Morning,Integration,High,2024-04-19
SLA-500609,TKT-101915,Infrastructure,Low,48,45,839,29.13,No,No,94.69,93.63,5,LATAM,Mid-Market,Manager_F,Afternoon,Configuration,Medium,2024-02-18
SLA-500610,TKT-101669,Tier3-Engineering,Medium,24,522,1491,103.54,Yes,Yes,95.43,53.8,24,North America,Startup,Manager_F,Evening,Integration,Medium,2024-04-20
SLA-500611,TKT-101805,Infrastructure,Low,48,920,1317,45.73,No,No,62.67,44.22,15,LATAM,Mid-Market,Manager_C,Night,Security,Low,2024-01-30
SLA-500612,TKT-101987,Security-Team,Medium,24,413,619,42.99,No,No,58.05,46.33,26,LATAM,Mid-Market,Manager_B,Night,Integration,Medium,2024-04-15
SLA-500613,TKT-101433,Security-Team,Medium,24,180,695,48.26,No,No,62.02,61.83,24,Asia-Pacific,Mid-Market,Manager_B,Afternoon,Integration,Medium,2024-01-07
SLA-500614,TKT-101463,Security-Team,Medium,24,168,449,31.18,No,No,63.42,73.1,39,Asia-Pacific,Mid-Market,Manager_F,Afternoon,Integration,High,2024-06-09
SLA-500615,TKT-101111,Network-Operations,Low,48,948,1451,50.38,No,No,41.39,80.39,44,North America,SMB,Manager_E,Night,Integration,High,2024-01-04
SLA-500616,TKT-101168,Infrastructure,Medium,24,477,1321,91.74,No,Yes,91.03,71.73,25,Asia-Pacific,Startup,Manager_A,Morning,Service Down,High,2024-06-26
SLA-500617,TKT-100780,Tier3-Engineering,Medium,24,282,1687,117.15,Yes,Yes,93.56,61.8,30,North America,Enterprise,Manager_B,Evening,Performance,Low,2024-02-16
SLA-500618,TKT-100586,Security-Team,High,8,30,319,66.46,No,No,73.01,68.8,27,Europe,Enterprise,Manager_F,Evening,Performance,Medium,2024-05-11
SLA-500619,TKT-101543,Tier1-Support,Low,48,1089,2395,83.16,No,Yes,94.11,59.79,27,Asia-Pacific,Startup,Manager_A,Afternoon,Configuration,Low,2024-01-01
SLA-500620,TKT-101325,Infrastructure,Low,48,598,1353,46.98,No,No,42.4,79.71,9,Europe,SMB,Manager_F,Morning,Data Loss,High,2024-01-19
SLA-500621,TKT-100793,Infrastructure,Medium,24,356,1685,117.01,Yes,Yes,77.06,66.47,38,Asia-Pacific,Enterprise,Manager_A,Evening,Performance,High,2024-04-03
SLA-500622,TKT-101270,Cloud-Support,Low,48,904,1509,52.4,No,No,36.03,84.79,34,Europe,SMB,Manager_E,Afternoon,Configuration,Medium,2024-04-26
SLA-500623,TKT-101974,Billing-Team,Medium,24,486,291,20.21,No,No,33.82,72.97,44,Asia-Pacific,Startup,Manager_B,Morning,Performance,Medium,2024-06-14
SLA-500624,TKT-101971,Tier3-Engineering,Low,48,363,2665,92.53,No,Yes,60.88,50.97,5,North America,Startup,Manager_A,Night,Security,Medium,2024-04-02
SLA-500625,TKT-101139,Security-Team,Low,48,1195,622,21.6,No,No,74.2,83.14,22,Europe,Mid-Market,Manager_E,Evening,Service Down,Medium,2024-05-23
SLA-500626,TKT-100676,Cloud-Support,High,8,166,471,98.12,No,Yes,59.06,40.79,10,Europe,Enterprise,Manager_B,Evening,Integration,Low,2024-05-29
SLA-500627,TKT-100104,Security-Team,Low,48,726,2484,86.25,No,Yes,83.46,68.79,11,LATAM,SMB,Manager_A,Evening,Integration,Medium,2024-05-01
SLA-500628,TKT-100450,Tier3-Engineering,Low,48,924,2410,83.68,No,Yes,41.44,50.15,29,North America,Mid-Market,Manager_D,Night,Service Down,Low,2024-02-04
SLA-500629,TKT-100715,Billing-Team,Low,48,622,828,28.75,No,No,96.67,88.6,9,Europe,SMB,Manager_C,Evening,Security,High,2024-03-24
SLA-500630,TKT-100447,Cloud-Support,Medium,24,596,570,39.58,No,No,34.98,71.56,14,North America,Enterprise,Manager_F,Evening,Data Loss,Critical,2024-01-09
SLA-500631,TKT-100492,Billing-Team,Medium,24,332,1136,78.89,No,No,94.23,82.78,35,North America,SMB,Manager_D,Morning,Data Loss,Low,2024-05-31
SLA-500632,TKT-100525,Security-Team,Medium,24,427,120,8.33,No,No,53.13,72.41,9,North America,SMB,Manager_E,Night,Data Loss,Low,2024-02-19
SLA-500633,TKT-100089,Security-Team,Low,48,936,659,22.88,No,No,55.07,94.42,6,Europe,SMB,Manager_E,Morning,Service Down,Critical,2024-01-18
SLA-500634,TKT-100342,Tier1-Support,Critical,4,42,363,151.25,Yes,Yes,50.01,76.98,29,North America,Mid-Market,Manager_F,Afternoon,Configuration,Medium,2024-06-03
SLA-500635,TKT-100868,Tier2-Technical,High,8,136,291,60.62,No,No,75.71,71.88,5,Europe,Startup,Manager_F,Morning,Configuration,Low,2024-03-07
SLA-500636,TKT-101405,Tier3-Engineering,Critical,4,5,309,128.75,Yes,Yes,52.08,61.62,14,North America,Startup,Manager_F,Evening,Service Down,Low,2024-05-27
SLA-500637,TKT-100179,Tier2-Technical,Low,48,366,3137,108.92,Yes,Yes,77.43,70.08,13,North America,Mid-Market,Manager_C,Morning,Integration,Low,2024-04-23
SLA-500638,TKT-101682,Billing-Team,Medium,24,438,1290,89.58,No,Yes,99.48,53.24,15,Asia-Pacific,Startup,Manager_D,Night,Configuration,High,2024-06-20
SLA-500639,TKT-100828,Infrastructure,Medium,24,562,1058,73.47,No,No,98.48,49.95,20,Asia-Pacific,Enterprise,Manager_D,Morning,Integration,Medium,2024-04-01
SLA-500640,TKT-100012,Tier2-Technical,High,8,288,599,124.79,Yes,Yes,86.29,87.65,38,North America,Enterprise,Manager_C,Morning,Security,High,2024-04-07
SLA-500641,TKT-101611,Security-Team,Medium,24,167,711,49.38,No,No,77.3,74.02,23,North America,SMB,Manager_D,Night,Data Loss,Low,2024-06-11
