order_id,customer_id,product_id,product_name,product_category,brand,ordered_color,received_color,damage_detected,missing_item,replacement_requested,refund_requested,payment_status,order_status,delivery_status,invoice_number,order_amount,refund_amount,shipping_region,seller_name,warehouse_location,return_reason,delivery_partner,purchase_date,delivery_date,customer_satisfaction
ORD-201157,CUST-03612,PROD-1232,API Integration Suite,Software,IntegratePro,Gray,Gray,No,No,No,No,Completed,Delivered,Out for Delivery,INV-3001157,4493.94,0.0,Asia-Pacific,Marketplace,US-East-1,,UPS,2024-04-29,2024-05-19,4
ORD-201158,CUST-12835,PROD-1739,Security Gateway X1,Security,SecureNet,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3001158,2024.05,0.0,Middle East,Partner Channel,EU-West-1,,DHL,2024-06-12,2024-06-25,5
ORD-201159,CUST-01853,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3001159,4564.74,0.0,Middle East,Partner Channel,US-East-1,,Express Mail,2024-03-29,2024-04-17,5
ORD-201160,CUST-06051,PROD-1739,Security Gateway X1,Security,SecureNet,White,White,No,Yes,No,No,Completed,Delivered,In Transit,INV-3001160,2530.76,0.0,North America,Distributor,EU-West-1,,Express Mail,2024-02-26,2024-03-05,4
ORD-201161,CUST-02148,PROD-1816,VPN License Pack,Software,VPNSecure,Green,Green,No,No,No,No,Completed,Delivered,In Transit,INV-3001161,4397.43,0.0,Asia-Pacific,Marketplace,SA-East-1,,UPS,2024-03-02,2024-03-04,3
ORD-201162,CUST-08099,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Silver,Silver,No,No,No,No,Refunded,Delivered,Delivered,INV-3001162,3893.19,0.0,Europe,Marketplace,AP-South-1,,FedEx,2024-06-22,2024-06-26,4
ORD-201163,CUST-09006,PROD-1057,SSD Storage 2TB,Hardware,FastStore,White,White,No,Yes,No,Yes,Refunded,Delivered,Delivered,INV-3001163,3938.19,3599.8,LATAM,Distributor,US-East-1,,UPS,2024-06-23,2024-07-02,3
ORD-201164,CUST-03511,PROD-1739,Security Gateway X1,Security,SecureNet,Blue,Blue,No,No,No,No,Completed,Delivered,Delivered,INV-3001164,4168.73,0.0,Middle East,Distributor,CA-Central-1,,Express Mail,2024-05-02,2024-05-22,3
ORD-201165,CUST-11253,PROD-1790,Network Switch 48P,Networking,NetCore,Red,Red,No,No,No,No,Refunded,Delivered,Failed Delivery,INV-3001165,1458.45,0.0,Asia-Pacific,Direct Sales,US-East-1,,DHL,2024-01-28,2024-02-04,5
ORD-201166,CUST-04170,PROD-1423,Hardware Token USB,Hardware,CyberAuth,White,White,No,No,No,No,Completed,Delivered,Delivered,INV-3001166,4862.78,0.0,Middle East,Distributor,US-East-1,,UPS,2024-06-17,2024-06-28,4
ORD-201167,CUST-04769,PROD-1739,Security Gateway X1,Security,SecureNet,Green,Blue,No,No,Yes,No,Completed,Shipped,Delivered,INV-3001167,5170.04,0.0,North America,Reseller,SA-East-1,,Express Mail,2024-02-13,2024-02-17,
ORD-201168,CUST-11805,PROD-1790,Network Switch 48P,Networking,NetCore,Silver,Gray,No,No,Yes,No,Completed,Delivered,Delivered,INV-3001168,3041.77,0.0,Europe,Distributor,CA-Central-1,,Local Courier,2024-02-25,2024-03-02,4
ORD-201169,CUST-02959,PROD-1816,VPN License Pack,Software,VPNSecure,Black,Black,No,No,No,No,Completed,Delivered,In Transit,INV-3001169,3895.89,0.0,Middle East,Marketplace,CA-Central-1,,FedEx,2024-01-18,2024-02-05,4
ORD-201170,CUST-08404,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3001170,5597.62,0.0,Africa,Reseller,SA-East-1,,UPS,2024-01-11,2024-01-24,4
ORD-201171,CUST-13076,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3001171,1474.36,0.0,Europe,Distributor,CA-Central-1,,FedEx,2024-06-14,2024-06-30,4
ORD-201172,CUST-13851,PROD-1816,VPN License Pack,Software,VPNSecure,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3001172,5252.86,0.0,Middle East,Marketplace,US-East-1,,FedEx,2024-03-02,2024-03-06,4
ORD-201173,CUST-02062,PROD-1816,VPN License Pack,Software,VPNSecure,Green,Green,Yes,No,Yes,Yes,Completed,Delivered,Delivered,INV-3001173,3801.88,3046.1,Europe,Distributor,EU-West-1,,Express Mail,2024-02-20,2024-03-08,1
ORD-201174,CUST-13740,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Red,Red,Yes,No,Yes,No,Failed,Shipped,Delivered,INV-3001174,1724.47,0.0,Africa,Distributor,EU-West-1,,Local Courier,2024-02-29,2024-03-09,
ORD-201175,CUST-12130,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Gray,Gray,No,No,No,No,Completed,Shipped,Delivered,INV-3001175,2623.93,0.0,Middle East,Distributor,AP-South-1,,Express Mail,2024-04-14,2024-04-26,
ORD-201176,CUST-04854,PROD-1739,Security Gateway X1,Security,SecureNet,Black,Black,No,No,No,No,Completed,Processing,Out for Delivery,INV-3001176,351.45,0.0,LATAM,Distributor,US-East-1,,UPS,2024-06-20,2024-06-27,
ORD-201177,CUST-09392,PROD-1790,Network Switch 48P,Networking,NetCore,White,White,No,No,No,No,Completed,Delivered,Delivered,INV-3001177,5910.32,0.0,Africa,Partner Channel,US-East-1,,UPS,2024-05-14,2024-06-02,5
ORD-201178,CUST-05171,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Red,Red,No,Yes,No,Yes,Completed,Cancelled,Delivered,INV-3001178,3351.47,2661.47,Asia-Pacific,Direct Sales,US-East-1,,DHL,2024-04-19,2024-05-08,
ORD-201179,CUST-10087,PROD-1878,Load Balancer 2U,Networking,DataFlow,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3001179,2670.14,0.0,Europe,Partner Channel,CA-Central-1,,UPS,2024-01-26,2024-02-07,2
ORD-201180,CUST-01728,PROD-1878,Load Balancer 2U,Networking,DataFlow,Blue,Blue,No,No,No,No,Completed,Delivered,Delivered,INV-3001180,4470.68,0.0,Asia-Pacific,Direct Sales,SA-East-1,,DHL,2024-04-16,2024-05-05,4
ORD-201181,CUST-11969,PROD-1232,API Integration Suite,Software,IntegratePro,White,White,No,No,No,No,Completed,Delivered,Delivered,INV-3001181,4868.36,0.0,LATAM,Reseller,US-East-1,,FedEx,2024-04-25,2024-05-09,4
ORD-201182,CUST-14184,PROD-1878,Load Balancer 2U,Networking,DataFlow,Red,Gray,No,No,Yes,No,Completed,Delivered,Delivered,INV-3001182,1767.87,0.0,Middle East,Marketplace,SA-East-1,,DHL,2024-02-21,2024-02-25,4
ORD-201183,CUST-06134,PROD-1878,Load Balancer 2U,Networking,DataFlow,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3001183,550.63,0.0,North America,Distributor,AP-South-1,,FedEx,2024-04-02,2024-04-19,5
ORD-201184,CUST-13289,PROD-1790,Network Switch 48P,Networking,NetCore,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3001184,2652.59,0.0,Asia-Pacific,Distributor,AP-South-1,,Express Mail,2024-01-15,2024-01-17,5
ORD-201185,CUST-06578,PROD-1739,Security Gateway X1,Security,SecureNet,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3001185,2994.11,0.0,Europe,Reseller,CA-Central-1,,FedEx,2024-04-02,2024-04-09,4
ORD-201186,CUST-02895,PROD-1522,Enterprise Router Pro,Networking,NetCore,Silver,Silver,No,No,No,No,Completed,Delivered,In Transit,INV-3001186,5659.26,0.0,Middle East,Partner Channel,CA-Central-1,,FedEx,2024-02-05,2024-02-09,5
ORD-201187,CUST-14515,PROD-1739,Security Gateway X1,Security,SecureNet,Gray,Gray,No,No,No,No,Pending,Delivered,Out for Delivery,INV-3001187,4983.27,0.0,LATAM,Partner Channel,AP-South-1,,DHL,2024-04-18,2024-05-04,3
ORD-201188,CUST-06249,PROD-1057,SSD Storage 2TB,Hardware,FastStore,White,White,No,No,No,No,Completed,Delivered,Delivered,INV-3001188,2347.23,0.0,Africa,Direct Sales,EU-West-1,,FedEx,2024-01-24,2024-02-10,4
ORD-201189,CUST-10708,PROD-1522,Enterprise Router Pro,Networking,NetCore,White,White,No,No,No,No,Failed,Delivered,Delivered,INV-3001189,1101.95,0.0,North America,Marketplace,EU-West-1,,FedEx,2024-06-06,2024-06-19,5
ORD-201190,CUST-06588,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Gray,Gray,No,No,No,No,Refunded,Delivered,Failed Delivery,INV-3001190,659.6,0.0,Middle East,Direct Sales,SA-East-1,,UPS,2024-04-20,2024-04-27,5
ORD-201191,CUST-12375,PROD-1739,Security Gateway X1,Security,SecureNet,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3001191,1155.77,0.0,Europe,Distributor,SA-East-1,,DHL,2024-01-24,2024-02-01,4
ORD-201192,CUST-04766,PROD-1878,Load Balancer 2U,Networking,DataFlow,Black,Black,No,No,No,No,Completed,Processing,Delivered,INV-3001192,485.96,0.0,Asia-Pacific,Marketplace,AP-South-1,,DHL,2024-06-02,2024-06-22,
ORD-201193,CUST-09208,PROD-1652,Managed Firewall,Security,NetDefense,Silver,Gray,No,No,Yes,No,Pending,Returned,Delivered,INV-3001193,1220.33,0.0,Europe,Marketplace,US-East-1,Defective product,Express Mail,2024-05-01,2024-05-13,
ORD-201194,CUST-07776,PROD-1652,Managed Firewall,Security,NetDefense,Blue,Blue,No,No,No,No,Failed,Delivered,Delivered,INV-3001194,403.72,0.0,Africa,Distributor,EU-West-1,,Local Courier,2024-03-17,2024-04-02,5
ORD-201195,CUST-07617,PROD-1522,Enterprise Router Pro,Networking,NetCore,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3001195,2064.46,0.0,North America,Direct Sales,EU-West-1,,Express Mail,2024-03-04,2024-03-15,4
ORD-201196,CUST-04854,PROD-1232,API Integration Suite,Software,IntegratePro,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3001196,1079.8,0.0,Middle East,Direct Sales,SA-East-1,,Local Courier,2024-06-06,2024-06-19,4
ORD-201197,CUST-01728,PROD-1790,Network Switch 48P,Networking,NetCore,Blue,Blue,No,No,No,No,Completed,Returned,Delivered,INV-3001197,1778.44,0.0,Asia-Pacific,Partner Channel,AP-South-1,Better alternative found,DHL,2024-03-27,2024-04-15,
ORD-201198,CUST-02495,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3001198,844.8,0.0,Africa,Reseller,AP-South-1,,FedEx,2024-06-02,2024-06-19,5
ORD-201199,CUST-06592,PROD-1790,Network Switch 48P,Networking,NetCore,Blue,Blue,No,No,No,No,Completed,Delivered,In Transit,INV-3001199,4134.27,0.0,Europe,Reseller,CA-Central-1,,UPS,2024-05-20,2024-05-25,3
ORD-201200,CUST-12548,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Blue,Blue,No,No,No,No,Completed,Delivered,Delivered,INV-3001200,3820.04,0.0,Africa,Partner Channel,SA-East-1,,DHL,2024-05-17,2024-05-30,5
ORD-201201,CUST-12589,PROD-1652,Managed Firewall,Security,NetDefense,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3001201,2638.88,0.0,Europe,Marketplace,CA-Central-1,,UPS,2024-02-21,2024-03-12,4
ORD-201202,CUST-04242,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3001202,4893.75,0.0,Africa,Reseller,US-East-1,,UPS,2024-04-17,2024-05-06,4
ORD-201203,CUST-10274,PROD-1878,Load Balancer 2U,Networking,DataFlow,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3001203,4729.06,0.0,Middle East,Reseller,CA-Central-1,,DHL,2024-03-28,2024-04-13,5
ORD-201204,CUST-01391,PROD-1878,Load Balancer 2U,Networking,DataFlow,Red,Red,No,No,No,No,Completed,Processing,Delivered,INV-3001204,5669.3,0.0,Asia-Pacific,Marketplace,SA-East-1,,Express Mail,2024-01-26,2024-02-11,
ORD-201205,CUST-13185,PROD-1522,Enterprise Router Pro,Networking,NetCore,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3001205,1845.91,0.0,LATAM,Reseller,CA-Central-1,,DHL,2024-03-16,2024-04-05,3
ORD-201206,CUST-11578,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Red,Red,No,No,No,No,Refunded,Delivered,Delivered,INV-3001206,2565.52,0.0,Middle East,Direct Sales,EU-West-1,,FedEx,2024-03-10,2024-03-19,3
ORD-201207,CUST-07665,PROD-1232,API Integration Suite,Software,IntegratePro,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3001207,1764.58,0.0,Europe,Marketplace,SA-East-1,,DHL,2024-05-05,2024-05-21,3
ORD-201208,CUST-04486,PROD-1739,Security Gateway X1,Security,SecureNet,White,White,No,No,No,No,Refunded,Pending,Delivered,INV-3001208,2199.2,0.0,Middle East,Marketplace,SA-East-1,,Local Courier,2024-05-24,2024-05-27,
ORD-201209,CUST-05282,PROD-1652,Managed Firewall,Security,NetDefense,Silver,Silver,No,No,No,No,Completed,Delivered,In Transit,INV-3001209,2186.89,0.0,Africa,Partner Channel,CA-Central-1,,Express Mail,2024-02-10,2024-02-13,5
ORD-201210,CUST-01197,PROD-1232,API Integration Suite,Software,IntegratePro,Blue,Blue,No,No,No,No,Completed,Cancelled,Failed Delivery,INV-3001210,2359.35,0.0,Asia-Pacific,Distributor,CA-Central-1,,Local Courier,2024-01-09,2024-01-28,
ORD-201211,CUST-13971,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3001211,5717.46,0.0,Europe,Distributor,EU-West-1,,FedEx,2024-04-04,2024-04-11,2
ORD-201212,CUST-08392,PROD-1790,Network Switch 48P,Networking,NetCore,Green,Green,No,No,No,No,Pending,Delivered,Delivered,INV-3001212,3638.42,0.0,North America,Marketplace,SA-East-1,,UPS,2024-01-06,2024-01-18,4
ORD-201213,CUST-12284,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Green,Green,No,No,No,No,Failed,Delivered,Delivered,INV-3001213,945.73,0.0,Middle East,Reseller,CA-Central-1,,Express Mail,2024-02-21,2024-03-04,5
ORD-201214,CUST-07736,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Gray,Gray,No,No,No,No,Completed,Delivered,Failed Delivery,INV-3001214,5489.67,0.0,North America,Reseller,CA-Central-1,,Local Courier,2024-05-17,2024-06-06,4
ORD-201215,CUST-06791,PROD-1739,Security Gateway X1,Security,SecureNet,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3001215,1014.02,0.0,Asia-Pacific,Direct Sales,EU-West-1,,FedEx,2024-06-19,2024-06-30,5
ORD-201216,CUST-04108,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Blue,Blue,No,No,No,No,Completed,Delivered,Delivered,INV-3001216,1679.45,0.0,Africa,Direct Sales,AP-South-1,,FedEx,2024-05-23,2024-06-09,3
ORD-201217,CUST-09319,PROD-1739,Security Gateway X1,Security,SecureNet,Red,Red,No,No,No,No,Completed,Shipped,Delivered,INV-3001217,1913.79,0.0,Africa,Direct Sales,US-East-1,,UPS,2024-06-06,2024-06-20,
ORD-201218,CUST-09392,PROD-1232,API Integration Suite,Software,IntegratePro,Silver,Silver,No,No,No,No,Completed,Delivered,Not Shipped,INV-3001218,3264.04,0.0,LATAM,Partner Channel,CA-Central-1,,UPS,2024-01-02,2024-01-09,5
ORD-201219,CUST-09010,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Gray,Gray,No,No,No,No,Completed,Delivered,In Transit,INV-3001219,2557.61,0.0,Middle East,Partner Channel,US-East-1,,Local Courier,2024-01-09,2024-01-20,5
ORD-201220,CUST-08099,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Blue,Blue,No,Yes,Yes,No,Completed,Delivered,Not Shipped,INV-3001220,3440.51,0.0,Africa,Marketplace,EU-West-1,,DHL,2024-05-12,2024-05-19,4
ORD-201221,CUST-07614,PROD-1790,Network Switch 48P,Networking,NetCore,Red,Gray,No,No,Yes,No,Refunded,Delivered,Delivered,INV-3001221,3344.06,0.0,LATAM,Reseller,SA-East-1,,DHL,2024-05-11,2024-05-20,5
ORD-201222,CUST-13921,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3001222,5257.6,0.0,Asia-Pacific,Reseller,CA-Central-1,,DHL,2024-03-10,2024-03-22,5
ORD-201223,CUST-01698,PROD-1878,Load Balancer 2U,Networking,DataFlow,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3001223,4414.27,0.0,Asia-Pacific,Reseller,EU-West-1,,Local Courier,2024-03-21,2024-04-06,2
ORD-201224,CUST-11966,PROD-1232,API Integration Suite,Software,IntegratePro,Silver,Silver,Yes,No,Yes,No,Completed,Delivered,In Transit,INV-3001224,5923.17,0.0,LATAM,Direct Sales,SA-East-1,,DHL,2024-03-05,2024-03-10,5
ORD-201225,CUST-02707,PROD-1652,Managed Firewall,Security,NetDefense,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3001225,5484.44,0.0,North America,Distributor,CA-Central-1,,UPS,2024-05-08,2024-05-17,3
ORD-201226,CUST-12383,PROD-1522,Enterprise Router Pro,Networking,NetCore,Gray,Gray,No,No,No,No,Completed,Processing,Delivered,INV-3001226,1978.87,0.0,Middle East,Partner Channel,US-East-1,,Express Mail,2024-03-23,2024-04-03,
ORD-201227,CUST-07303,PROD-1652,Managed Firewall,Security,NetDefense,White,White,Yes,No,No,Yes,Completed,Shipped,Delivered,INV-3001227,5634.92,4803.01,Asia-Pacific,Marketplace,US-East-1,,FedEx,2024-05-01,2024-05-12,
ORD-201228,CUST-08079,PROD-1816,VPN License Pack,Software,VPNSecure,Gray,Gray,No,No,No,No,Completed,Shipped,Delivered,INV-3001228,984.43,0.0,LATAM,Partner Channel,AP-South-1,,UPS,2024-04-27,2024-05-14,
ORD-201229,CUST-14703,PROD-1652,Managed Firewall,Security,NetDefense,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3001229,3530.97,0.0,North America,Direct Sales,SA-East-1,,FedEx,2024-05-13,2024-05-17,5
ORD-201230,CUST-05777,PROD-1878,Load Balancer 2U,Networking,DataFlow,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3001230,2779.82,0.0,Europe,Partner Channel,US-East-1,,DHL,2024-01-01,2024-01-04,5
ORD-201231,CUST-12185,PROD-1739,Security Gateway X1,Security,SecureNet,Green,Green,No,No,No,No,Completed,Returned,Delivered,INV-3001231,5418.31,0.0,Africa,Distributor,US-East-1,Defective product,FedEx,2024-01-12,2024-01-30,
ORD-201232,CUST-14365,PROD-1878,Load Balancer 2U,Networking,DataFlow,Black,Black,No,No,No,No,Completed,Shipped,Delivered,INV-3001232,5877.33,0.0,Europe,Direct Sales,SA-East-1,,Local Courier,2024-05-28,2024-06-08,
ORD-201233,CUST-14083,PROD-1232,API Integration Suite,Software,IntegratePro,Green,Green,No,No,No,No,Refunded,Delivered,Out for Delivery,INV-3001233,1719.46,0.0,North America,Distributor,AP-South-1,,Local Courier,2024-01-15,2024-01-17,3
ORD-201234,CUST-11230,PROD-1739,Security Gateway X1,Security,SecureNet,Gray,Blue,No,No,Yes,No,Completed,Returned,Delivered,INV-3001234,2712.3,0.0,LATAM,Marketplace,AP-South-1,Not as described,DHL,2024-06-28,2024-07-14,
ORD-201235,CUST-01717,PROD-1790,Network Switch 48P,Networking,NetCore,Blue,Blue,Yes,No,Yes,Yes,Completed,Delivered,Delivered,INV-3001235,931.9,720.63,North America,Reseller,EU-West-1,,Express Mail,2024-04-05,2024-04-11,2
ORD-201236,CUST-07420,PROD-1878,Load Balancer 2U,Networking,DataFlow,Green,Green,No,No,No,No,Completed,Pending,Delivered,INV-3001236,4063.2,0.0,Africa,Distributor,AP-South-1,,UPS,2024-03-06,2024-03-20,
ORD-201237,CUST-08723,PROD-1739,Security Gateway X1,Security,SecureNet,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3001237,4105.5,0.0,Middle East,Partner Channel,US-East-1,,UPS,2024-05-10,2024-05-14,5
ORD-201238,CUST-08683,PROD-1232,API Integration Suite,Software,IntegratePro,Green,Green,No,No,No,No,Refunded,Returned,Not Shipped,INV-3001238,3848.63,0.0,Europe,Direct Sales,CA-Central-1,Color mismatch,Local Courier,2024-06-09,2024-06-26,
ORD-201239,CUST-09120,PROD-1652,Managed Firewall,Security,NetDefense,Green,Green,No,No,No,No,Completed,Returned,Delivered,INV-3001239,4822.16,0.0,LATAM,Direct Sales,AP-South-1,Better alternative found,Express Mail,2024-02-25,2024-03-09,
ORD-201240,CUST-11966,PROD-1790,Network Switch 48P,Networking,NetCore,Silver,Silver,No,No,No,No,Completed,Delivered,Not Shipped,INV-3001240,4044.58,0.0,Africa,Reseller,SA-East-1,,Express Mail,2024-05-27,2024-06-02,4
ORD-201241,CUST-03539,PROD-1739,Security Gateway X1,Security,SecureNet,Black,Black,Yes,No,Yes,No,Completed,Delivered,In Transit,INV-3001241,695.98,0.0,North America,Partner Channel,EU-West-1,,Local Courier,2024-04-02,2024-04-12,4
ORD-201242,CUST-06276,PROD-1522,Enterprise Router Pro,Networking,NetCore,Silver,Silver,No,No,No,No,Completed,Processing,In Transit,INV-3001242,3769.15,0.0,Europe,Marketplace,CA-Central-1,,Local Courier,2024-06-10,2024-06-24,
ORD-201243,CUST-01466,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Black,Black,No,No,No,No,Completed,Processing,Delivered,INV-3001243,4918.08,0.0,Africa,Distributor,SA-East-1,,DHL,2024-05-18,2024-05-31,
ORD-201244,CUST-11123,PROD-1652,Managed Firewall,Security,NetDefense,Blue,Blue,No,No,No,No,Failed,Delivered,Delivered,INV-3001244,2847.81,0.0,Europe,Marketplace,AP-South-1,,Express Mail,2024-01-20,2024-02-08,5
ORD-201245,CUST-12279,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3001245,5031.1,0.0,Africa,Partner Channel,EU-West-1,,Express Mail,2024-05-04,2024-05-13,5
ORD-201246,CUST-08651,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Black,Black,No,No,No,No,Completed,Processing,Delivered,INV-3001246,3227.11,0.0,North America,Distributor,EU-West-1,,UPS,2024-03-26,2024-04-11,
ORD-201247,CUST-08186,PROD-1739,Security Gateway X1,Security,SecureNet,Blue,Blue,No,No,No,No,Completed,Delivered,Delivered,INV-3001247,5959.98,0.0,Middle East,Partner Channel,US-East-1,,DHL,2024-06-07,2024-06-27,4
ORD-201248,CUST-13161,PROD-1790,Network Switch 48P,Networking,NetCore,White,White,Yes,No,Yes,No,Completed,Delivered,Not Shipped,INV-3001248,3748.08,0.0,LATAM,Marketplace,AP-South-1,,DHL,2024-05-01,2024-05-05,5
ORD-201249,CUST-06387,PROD-1878,Load Balancer 2U,Networking,DataFlow,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3001249,1045.31,0.0,Middle East,Partner Channel,US-East-1,,UPS,2024-05-05,2024-05-14,4
ORD-201250,CUST-02930,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3001250,4313.28,0.0,Africa,Reseller,AP-South-1,,Express Mail,2024-05-28,2024-06-02,5
ORD-201251,CUST-08419,PROD-1232,API Integration Suite,Software,IntegratePro,Blue,Blue,No,No,No,No,Completed,Delivered,Delivered,INV-3001251,1021.26,0.0,Africa,Reseller,EU-West-1,,UPS,2024-06-18,2024-07-07,4
ORD-201252,CUST-06390,PROD-1816,VPN License Pack,Software,VPNSecure,White,White,No,No,No,No,Completed,Delivered,Delivered,INV-3001252,3764.37,0.0,Europe,Reseller,US-East-1,,DHL,2024-04-16,2024-05-03,4
ORD-201253,CUST-04073,PROD-1522,Enterprise Router Pro,Networking,NetCore,White,White,No,No,No,No,Completed,Delivered,Returned,INV-3001253,4591.02,0.0,Asia-Pacific,Distributor,SA-East-1,,FedEx,2024-02-16,2024-02-23,1
ORD-201254,CUST-12649,PROD-1790,Network Switch 48P,Networking,NetCore,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3001254,579.86,0.0,Asia-Pacific,Marketplace,AP-South-1,,Express Mail,2024-03-13,2024-03-24,4
ORD-201255,CUST-02021,PROD-1232,API Integration Suite,Software,IntegratePro,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3001255,3324.9,0.0,Asia-Pacific,Partner Channel,CA-Central-1,,Express Mail,2024-02-28,2024-03-16,3
ORD-201256,CUST-04863,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3001256,2848.79,0.0,LATAM,Distributor,EU-West-1,,FedEx,2024-04-01,2024-04-19,4
ORD-201257,CUST-06699,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3001257,2561.27,0.0,Middle East,Partner Channel,CA-Central-1,,DHL,2024-04-08,2024-04-27,4
ORD-201258,CUST-02678,PROD-1522,Enterprise Router Pro,Networking,NetCore,White,White,No,Yes,Yes,Yes,Completed,Delivered,Delivered,INV-3001258,2712.6,1856.59,Asia-Pacific,Marketplace,US-East-1,,Express Mail,2024-01-18,2024-02-01,3
ORD-201259,CUST-05389,PROD-1522,Enterprise Router Pro,Networking,NetCore,Red,Red,No,Yes,Yes,Yes,Completed,Delivered,Delivered,INV-3001259,3100.63,2519.68,Middle East,Direct Sales,CA-Central-1,,Express Mail,2024-06-20,2024-07-04,4
ORD-201260,CUST-11636,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Silver,Silver,No,No,No,No,Completed,Delivered,In Transit,INV-3001260,5766.64,0.0,Middle East,Direct Sales,US-East-1,,DHL,2024-04-24,2024-05-04,2
ORD-201261,CUST-13309,PROD-1232,API Integration Suite,Software,IntegratePro,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3001261,4900.1,0.0,Europe,Direct Sales,CA-Central-1,,FedEx,2024-03-09,2024-03-20,5
ORD-201262,CUST-11555,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3001262,5148.44,0.0,Asia-Pacific,Partner Channel,SA-East-1,,FedEx,2024-02-06,2024-02-25,4
ORD-201263,CUST-04170,PROD-1652,Managed Firewall,Security,NetDefense,Red,Red,No,No,No,No,Completed,Delivered,Returned,INV-3001263,2295.55,0.0,Asia-Pacific,Marketplace,US-East-1,,Local Courier,2024-02-29,2024-03-09,4
ORD-201264,CUST-03327,PROD-1522,Enterprise Router Pro,Networking,NetCore,Black,Black,No,No,No,No,Completed,Shipped,Delivered,INV-3001264,1744.76,0.0,Asia-Pacific,Direct Sales,EU-West-1,,Local Courier,2024-04-05,2024-04-21,
ORD-201265,CUST-02899,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Blue,Blue,No,No,No,No,Completed,Delivered,Delivered,INV-3001265,4277.44,0.0,Africa,Direct Sales,AP-South-1,,DHL,2024-03-17,2024-04-03,2
ORD-201266,CUST-11486,PROD-1652,Managed Firewall,Security,NetDefense,Black,Black,No,No,No,No,Completed,Delivered,In Transit,INV-3001266,5214.87,0.0,Middle East,Reseller,US-East-1,,FedEx,2024-01-28,2024-02-12,3
