feedback_id,ticket_id,customer_id,feedback_text,feedback_rating,sentiment,churn_risk,response_time_satisfaction,agent_behavior_score,resolution_satisfaction,would_recommend,customer_emotion,repeat_customer,feedback_channel,feedback_date
FB-600568,TKT-100342,CUST-10326,Good support experience overall.,4,Positive,Low,5,4,3,Yes,Satisfied,No,Survey,2024-03-28
FB-600569,TKT-101602,CUST-07230,Outstanding service. Highly recommend!,5,Very Positive,Medium,2,3,4,Yes,Delighted,Yes,Phone,2024-04-28
FB-600570,TKT-101476,CUST-08634,Agent explained everything clearly.,4,Positive,Low,1,3,1,Yes,Satisfied,No,Phone,2024-04-28
FB-600571,TKT-100937,CUST-01364,Support was adequate. Could be better.,3,Neutral,Low,5,3,4,No,Neutral,Yes,Survey,2024-04-07
FB-600572,TKT-100680,CUST-13446,Support quality has declined recently.,3,Negative,Medium,4,2,5,No,Frustrated,No,Chat,2024-01-15
FB-600573,TKT-100901,CUST-02264,Felt like my issue wasn't prioritized.,2,Negative,Low,2,2,1,No,Frustrated,No,Social Media,2024-05-18
FB-600574,TKT-100278,CUST-10371,Got the help I needed but could have been faster.,3,Neutral,Low,2,2,3,Yes,Neutral,No,Phone,2024-02-18
FB-600575,TKT-101975,CUST-04205,Got the help I needed but could have been faster.,3,Neutral,Low,5,3,5,No,Neutral,No,Survey,2024-03-22
FB-600576,TKT-101981,CUST-06059,Support was adequate. Could be better.,3,Neutral,Low,2,2,4,No,Neutral,Yes,Survey,2024-04-28
FB-600577,TKT-100747,CUST-02461,Satisfied with the resolution provided.,5,Positive,Low,2,4,4,Yes,Satisfied,Yes,Social Media,2024-05-31
FB-600578,TKT-100368,CUST-13364,Satisfied with the resolution provided.,5,Positive,Low,5,4,5,Yes,Satisfied,Yes,Survey,2024-02-26
FB-600579,TKT-101931,CUST-07153,Issue resolved in reasonable time.,4,Positive,Low,4,5,4,Yes,Satisfied,No,Chat,2024-04-24
FB-600580,TKT-101702,CUST-04554,Excellent support! Agent went above and beyond.,5,Very Positive,Low,2,1,2,Yes,Delighted,No,Survey,2024-01-13
FB-600581,TKT-101378,CUST-02089,Fastest resolution ever. Very impressed.,5,Very Positive,Low,3,3,4,Yes,Delighted,No,Phone,2024-03-16
FB-600582,TKT-100517,CUST-13018,Issue resolved in reasonable time.,4,Positive,Low,2,5,2,Yes,Satisfied,No,Survey,2024-02-08
FB-600583,TKT-100151,CUST-04712,Satisfied with the resolution provided.,4,Positive,Low,5,5,5,Yes,Satisfied,No,Survey,2024-05-13
FB-600584,TKT-101094,CUST-02842,Agent explained everything clearly.,4,Positive,Low,5,4,5,Yes,Satisfied,No,Chat,2024-03-12
FB-600585,TKT-101436,CUST-04690,Nothing special but acceptable.,3,Neutral,Low,2,4,2,Yes,Neutral,Yes,Phone,2024-06-04
FB-600586,TKT-101346,CUST-03655,Good support experience overall.,5,Positive,Low,3,5,5,Yes,Satisfied,Yes,Social Media,2024-03-12
FB-600587,TKT-100090,CUST-09752,Standard support experience.,3,Neutral,Low,3,5,5,No,Neutral,No,Survey,2024-03-16
FB-600588,TKT-100216,CUST-05642,Agent was knowledgeable and helpful.,4,Positive,Low,3,5,1,Yes,Satisfied,Yes,Social Media,2024-01-31
FB-600589,TKT-101529,CUST-03364,Nothing special but acceptable.,3,Neutral,Low,2,3,1,Yes,Neutral,No,Survey,2024-05-06
FB-600590,TKT-100948,CUST-07979,Satisfied with the resolution provided.,4,Positive,Low,4,3,4,Yes,Satisfied,No,Phone,2024-05-22
FB-600591,TKT-100706,CUST-09017,Felt like my issue wasn't prioritized.,3,Negative,Low,5,1,3,Yes,Frustrated,Yes,Email,2024-04-20
FB-600592,TKT-100237,CUST-13811,Fastest resolution ever. Very impressed.,5,Very Positive,Low,4,5,2,Yes,Delighted,Yes,Chat,2024-01-02
FB-600593,TKT-100932,CUST-04791,Issue resolved in reasonable time.,4,Positive,Low,5,5,3,Yes,Satisfied,No,Chat,2024-04-03
FB-600594,TKT-100975,CUST-01193,Agent explained everything clearly.,4,Positive,Medium,2,3,4,Yes,Satisfied,No,Survey,2024-04-25
FB-600595,TKT-100653,CUST-10776,Good support experience overall.,5,Positive,Low,4,2,1,Yes,Satisfied,Yes,Email,2024-06-09
FB-600596,TKT-100046,CUST-14096,Outstanding service. Highly recommend!,5,Very Positive,Low,5,5,5,Yes,Delighted,No,Phone,2024-01-09
FB-600597,TKT-101904,CUST-05336,Support was adequate. Could be better.,3,Neutral,Low,4,5,2,Yes,Neutral,No,Chat,2024-06-03
FB-600598,TKT-101146,CUST-06644,Felt like my issue wasn't prioritized.,2,Negative,Low,2,2,4,No,Frustrated,Yes,Survey,2024-06-08
FB-600599,TKT-101289,CUST-12410,Issue resolved in reasonable time.,4,Positive,Low,5,4,1,Yes,Satisfied,No,Survey,2024-06-13
FB-600600,TKT-100810,CUST-07767,Satisfied with the resolution provided.,4,Positive,Low,4,3,3,Yes,Satisfied,No,Survey,2024-02-18
FB-600601,TKT-101212,CUST-14727,Standard support experience.,3,Neutral,Low,1,4,4,Yes,Neutral,No,Phone,2024-01-06
FB-600602,TKT-100570,CUST-02493,Agent was knowledgeable and helpful.,5,Positive,Low,4,4,4,Yes,Satisfied,No,Social Media,2024-06-25
FB-600603,TKT-100382,CUST-02245,Got the help I needed but could have been faster.,3,Neutral,Low,1,5,4,Yes,Neutral,No,Chat,2024-03-23
FB-600604,TKT-101373,CUST-05590,Standard support experience.,3,Neutral,Low,1,4,3,No,Neutral,No,Social Media,2024-02-17
FB-600605,TKT-100803,CUST-12160,Excellent support! Agent went above and beyond.,5,Very Positive,Low,2,4,5,Yes,Delighted,Yes,Survey,2024-06-03
FB-600606,TKT-101264,CUST-11602,Resolution took longer than expected.,3,Negative,Low,3,3,4,Yes,Angry,No,Chat,2024-03-07
FB-600607,TKT-100241,CUST-13392,Got the help I needed but could have been faster.,3,Neutral,Low,4,5,5,Yes,Neutral,Yes,Phone,2024-01-10
FB-600608,TKT-101046,CUST-10352,Felt like my issue wasn't prioritized.,3,Negative,Low,4,2,1,Yes,Frustrated,No,Survey,2024-02-13
FB-600609,TKT-100380,CUST-02932,Nothing special but acceptable.,3,Neutral,Low,5,5,5,Yes,Neutral,No,Survey,2024-03-27
FB-600610,TKT-100591,CUST-05780,Support was adequate. Could be better.,3,Neutral,Medium,3,5,5,No,Neutral,No,Social Media,2024-05-28
FB-600611,TKT-100109,CUST-02261,Got the help I needed but could have been faster.,3,Neutral,Low,2,5,4,Yes,Neutral,No,Phone,2024-02-07
FB-600612,TKT-101669,CUST-14602,Satisfied with the resolution provided.,5,Positive,Low,4,4,2,Yes,Satisfied,No,Survey,2024-04-30
FB-600613,TKT-100837,CUST-06471,Standard support experience.,3,Neutral,Low,1,3,1,No,Neutral,No,Survey,2024-03-31
FB-600614,TKT-101000,CUST-14240,Excellent support! Agent went above and beyond.,5,Very Positive,Low,4,4,5,Yes,Delighted,No,Phone,2024-05-17
FB-600615,TKT-100598,CUST-11343,Got the help I needed but could have been faster.,3,Neutral,High,5,5,2,Yes,Neutral,No,Phone,2024-02-24
FB-600616,TKT-101598,CUST-02672,Nothing special but acceptable.,3,Neutral,Medium,4,3,5,No,Neutral,No,Email,2024-01-02
FB-600617,TKT-101172,CUST-02461,Good support experience overall.,5,Positive,Low,5,3,5,Yes,Satisfied,No,Chat,2024-05-02
FB-600618,TKT-101110,CUST-01176,Agent was knowledgeable and helpful.,5,Positive,Low,5,5,3,Yes,Satisfied,No,Survey,2024-06-10
FB-600619,TKT-101118,CUST-08422,Felt like my issue wasn't prioritized.,3,Negative,High,4,3,5,Yes,Frustrated,No,Phone,2024-06-18
FB-600620,TKT-100609,CUST-02923,Excellent support! Agent went above and beyond.,5,Very Positive,Low,4,4,3,Yes,Delighted,No,Chat,2024-06-23
FB-600621,TKT-101765,CUST-01964,Response time was slow. Could have been resolved faster.,3,Negative,Medium,1,4,4,No,Angry,No,Email,2024-04-19
FB-600622,TKT-101588,CUST-11631,Agent wasn't helpful. Had to repeat myself multiple times.,3,Negative,Low,5,4,4,Yes,Frustrated,No,Social Media,2024-06-11
FB-600623,TKT-101411,CUST-11928,Terrible support. I'm switching providers immediately.,1,Very Negative,Low,4,4,1,No,Angry,No,Phone,2024-01-05
FB-600624,TKT-101261,CUST-11039,Support was adequate. Could be better.,3,Neutral,Low,4,4,3,Yes,Neutral,No,Social Media,2024-01-14
FB-600625,TKT-100718,CUST-07171,Outstanding service. Highly recommend!,5,Very Positive,Low,2,4,5,Yes,Delighted,No,Phone,2024-06-11
FB-600626,TKT-100662,CUST-06845,Resolution took longer than expected.,2,Negative,Medium,4,5,1,No,Frustrated,Yes,Chat,2024-05-04
FB-600627,TKT-101950,CUST-01848,Nothing special but acceptable.,3,Neutral,Low,2,4,4,Yes,Neutral,Yes,Survey,2024-02-27
FB-600628,TKT-101881,CUST-04155,Good support experience overall.,4,Positive,Medium,3,3,2,Yes,Satisfied,No,Phone,2024-05-23
FB-600629,TKT-101436,CUST-11460,Waited 3 days for response. Worst experience ever.,1,Very Negative,Medium,4,5,2,No,Angry,Yes,Chat,2024-05-15
FB-600630,TKT-101696,CUST-04123,Agent explained everything clearly.,4,Positive,Low,3,5,1,Yes,Satisfied,No,Social Media,2024-04-17
FB-600631,TKT-101295,CUST-09593,Agent was professional and solved issue immediately.,5,Very Positive,Low,4,4,5,Yes,Delighted,Yes,Email,2024-05-25
FB-600632,TKT-101297,CUST-06229,Completely unacceptable service. Agent was rude and dismissive.,1,Very Negative,Low,4,5,2,No,Angry,No,Chat,2024-04-03
FB-600633,TKT-101422,CUST-08332,Good support experience overall.,5,Positive,Low,2,5,4,Yes,Satisfied,No,Survey,2024-04-15
FB-600634,TKT-100670,CUST-04491,Excellent support! Agent went above and beyond.,5,Very Positive,Low,4,3,4,Yes,Delighted,No,Email,2024-04-21
FB-600635,TKT-101496,CUST-01061,Outstanding service. Highly recommend!,5,Very Positive,Low,5,5,4,Yes,Delighted,No,Social Media,2024-03-21
FB-600636,TKT-100814,CUST-08448,Agent explained everything clearly.,4,Positive,Low,5,4,2,Yes,Satisfied,No,Survey,2024-05-29
FB-600637,TKT-100549,CUST-08770,Good support experience overall.,4,Positive,Low,4,5,2,Yes,Satisfied,Yes,Social Media,2024-01-14
FB-600638,TKT-100267,CUST-02935,Agent explained everything clearly.,4,Positive,Low,2,2,5,Yes,Satisfied,No,Email,2024-03-09
FB-600639,TKT-100094,CUST-12531,Standard support experience.,3,Neutral,Low,3,3,2,Yes,Neutral,Yes,Phone,2024-04-21
FB-600640,TKT-100903,CUST-09045,Issue was resolved eventually.,3,Neutral,Low,4,4,3,No,Neutral,Yes,Phone,2024-05-06
FB-600641,TKT-101806,CUST-08930,No solution provided. Ticket was escalated multiple times.,2,Very Negative,Medium,3,2,3,No,Angry,Yes,Chat,2024-03-25
FB-600642,TKT-100191,CUST-04879,Outstanding service. Highly recommend!,5,Very Positive,Low,2,3,5,Yes,Delighted,Yes,Chat,2024-03-16
FB-600643,TKT-101360,CUST-05680,Waited 3 days for response. Worst experience ever.,2,Very Negative,High,1,4,3,No,Angry,Yes,Chat,2024-03-30
FB-600644,TKT-101486,CUST-10184,Fastest resolution ever. Very impressed.,5,Very Positive,Low,3,3,4,Yes,Delighted,No,Email,2024-03-17
FB-600645,TKT-101441,CUST-02750,Agent was knowledgeable and helpful.,5,Positive,Low,3,5,3,Yes,Satisfied,Yes,Email,2024-01-07
FB-600646,TKT-100271,CUST-13107,Agent wasn't helpful. Had to repeat myself multiple times.,2,Negative,Low,1,4,5,No,Angry,No,Survey,2024-04-29
FB-600647,TKT-100019,CUST-05061,Got the help I needed but could have been faster.,3,Neutral,Medium,1,3,1,Yes,Neutral,No,Survey,2024-06-23
FB-600648,TKT-101421,CUST-09367,Agent was professional and solved issue immediately.,5,Very Positive,Medium,2,5,1,Yes,Delighted,Yes,Survey,2024-05-03
FB-600649,TKT-100182,CUST-03639,Agent was knowledgeable and helpful.,4,Positive,Low,3,4,2,Yes,Satisfied,Yes,Chat,2024-04-15
FB-600650,TKT-101804,CUST-13638,Support was adequate. Could be better.,3,Neutral,Low,5,4,4,No,Neutral,No,Phone,2024-03-03
FB-600651,TKT-101313,CUST-05006,Support was adequate. Could be better.,3,Neutral,Low,4,2,1,Yes,Neutral,No,Email,2024-02-14
FB-600652,TKT-101249,CUST-08930,Support was adequate. Could be better.,3,Neutral,Low,2,5,3,No,Neutral,Yes,Phone,2024-06-28
FB-600653,TKT-101286,CUST-02777,Fastest resolution ever. Very impressed.,5,Very Positive,Low,2,4,3,Yes,Delighted,No,Social Media,2024-03-19
FB-600654,TKT-101406,CUST-02953,Fastest resolution ever. Very impressed.,5,Very Positive,Low,5,4,2,Yes,Delighted,Yes,Email,2024-05-05
FB-600655,TKT-100286,CUST-10579,Agent was knowledgeable and helpful.,5,Positive,Low,3,2,5,Yes,Satisfied,No,Survey,2024-04-15
FB-600656,TKT-100719,CUST-14727,Good support experience overall.,5,Positive,Low,4,4,4,Yes,Satisfied,No,Phone,2024-06-07
FB-600657,TKT-100567,CUST-10079,Issue was resolved eventually.,3,Neutral,Low,4,4,4,Yes,Neutral,No,Social Media,2024-02-29
FB-600658,TKT-101476,CUST-13565,Good support experience overall.,5,Positive,Low,2,5,4,Yes,Satisfied,No,Email,2024-05-08
FB-600659,TKT-101736,CUST-11965,Resolution took longer than expected.,2,Negative,Low,1,5,1,No,Angry,Yes,Social Media,2024-04-01
FB-600660,TKT-101043,CUST-04729,Felt like my issue wasn't prioritized.,2,Negative,Medium,4,3,5,No,Frustrated,Yes,Email,2024-06-02
FB-600661,TKT-101605,CUST-06832,Support was adequate. Could be better.,3,Neutral,Medium,5,2,2,No,Neutral,Yes,Phone,2024-01-27
FB-600662,TKT-101023,CUST-12541,Satisfied with the resolution provided.,5,Positive,Low,1,1,3,Yes,Satisfied,Yes,Email,2024-01-28
FB-600663,TKT-100739,CUST-09127,Issue resolved in reasonable time.,4,Positive,Low,5,3,4,Yes,Satisfied,Yes,Social Media,2024-04-27
FB-600664,TKT-100861,CUST-08380,Nothing special but acceptable.,3,Neutral,Medium,2,4,5,Yes,Neutral,No,Email,2024-04-16
FB-600665,TKT-100034,CUST-12160,Response time was slow. Could have been resolved faster.,3,Negative,Low,4,5,3,Yes,Frustrated,Yes,Email,2024-01-10
FB-600666,TKT-101889,CUST-01575,Felt like my issue wasn't prioritized.,3,Negative,Low,4,5,4,No,Angry,No,Social Media,2024-06-03
FB-600667,TKT-101571,CUST-14105,Agent explained everything clearly.,4,Positive,Low,1,5,4,Yes,Satisfied,No,Email,2024-05-04
FB-600668,TKT-101311,CUST-04480,Terrible support. I'm switching providers immediately.,1,Very Negative,High,1,4,3,No,Angry,No,Chat,2024-05-07
FB-600669,TKT-100171,CUST-13334,Excellent support! Agent went above and beyond.,5,Very Positive,Medium,5,5,4,Yes,Delighted,No,Phone,2024-05-06
FB-600670,TKT-101995,CUST-04026,Issue resolved in reasonable time.,5,Positive,Low,3,5,4,Yes,Satisfied,No,Survey,2024-02-07
FB-600671,TKT-101201,CUST-07409,Issue was resolved eventually.,3,Neutral,High,3,3,4,No,Neutral,No,Phone,2024-04-13
FB-600672,TKT-100118,CUST-03073,Response time was slow. Could have been resolved faster.,2,Negative,High,4,3,4,No,Frustrated,No,Email,2024-02-15
FB-600673,TKT-100928,CUST-04603,Support quality has declined recently.,3,Negative,Low,4,4,3,Yes,Angry,Yes,Phone,2024-03-27
FB-600674,TKT-100244,CUST-07002,Issue resolved in reasonable time.,4,Positive,Low,5,1,3,Yes,Satisfied,No,Phone,2024-03-23
FB-600675,TKT-101016,CUST-02787,Support quality has declined recently.,3,Negative,Low,5,5,4,No,Frustrated,Yes,Phone,2024-03-10
FB-600676,TKT-101535,CUST-05616,Outstanding service. Highly recommend!,5,Very Positive,Low,4,5,3,Yes,Delighted,No,Email,2024-03-12
FB-600677,TKT-101579,CUST-10406,Response time was slow. Could have been resolved faster.,3,Negative,Medium,1,5,5,No,Frustrated,No,Chat,2024-02-23
FB-600678,TKT-101072,CUST-03772,Outstanding service. Highly recommend!,5,Very Positive,Low,4,5,3,Yes,Delighted,No,Social Media,2024-04-20
FB-600679,TKT-101285,CUST-07230,Standard support experience.,3,Neutral,Low,5,4,4,No,Neutral,No,Email,2024-06-09
FB-600680,TKT-101023,CUST-03493,Satisfied with the resolution provided.,4,Positive,Low,2,4,3,Yes,Satisfied,Yes,Phone,2024-06-15
FB-600681,TKT-100522,CUST-09766,Excellent support! Agent went above and beyond.,5,Very Positive,Low,4,4,2,Yes,Delighted,No,Email,2024-03-26
FB-600682,TKT-100467,CUST-11464,Nothing special but acceptable.,3,Neutral,Low,4,3,3,Yes,Neutral,Yes,Email,2024-02-11
FB-600683,TKT-100500,CUST-12692,Agent explained everything clearly.,4,Positive,Low,4,4,2,Yes,Satisfied,Yes,Phone,2024-02-08
FB-600684,TKT-100366,CUST-14473,Excellent support! Agent went above and beyond.,5,Very Positive,Low,1,1,3,Yes,Delighted,No,Survey,2024-01-11
FB-600685,TKT-100459,CUST-06607,Waited 3 days for response. Worst experience ever.,1,Very Negative,Low,3,4,4,No,Angry,No,Chat,2024-03-05
FB-600686,TKT-100555,CUST-06253,Excellent support! Agent went above and beyond.,5,Very Positive,Low,2,5,1,Yes,Delighted,No,Email,2024-04-12
FB-600687,TKT-101028,CUST-09874,Agent was knowledgeable and helpful.,4,Positive,Low,4,3,5,Yes,Satisfied,Yes,Social Media,2024-06-13
FB-600688,TKT-100094,CUST-07196,Completely unacceptable service. Agent was rude and dismissive.,2,Very Negative,Low,5,5,3,No,Angry,No,Chat,2024-04-25
FB-600689,TKT-101584,CUST-10896,Good support experience overall.,4,Positive,Low,4,3,3,Yes,Satisfied,Yes,Social Media,2024-06-21
FB-600690,TKT-100935,CUST-05061,Resolution took longer than expected.,3,Negative,Low,3,5,4,Yes,Frustrated,Yes,Chat,2024-01-14
FB-600691,TKT-101514,CUST-04314,Agent wasn't helpful. Had to repeat myself multiple times.,3,Negative,Low,2,2,5,No,Angry,Yes,Survey,2024-04-19
FB-600692,TKT-101582,CUST-12623,Fastest resolution ever. Very impressed.,5,Very Positive,Low,3,4,4,Yes,Delighted,No,Social Media,2024-06-14
FB-600693,TKT-101557,CUST-03036,Issue resolved in reasonable time.,4,Positive,Low,4,5,2,Yes,Satisfied,Yes,Survey,2024-05-17
FB-600694,TKT-100048,CUST-04636,Nothing special but acceptable.,3,Neutral,Low,2,5,3,No,Neutral,No,Email,2024-06-10
FB-600695,TKT-101947,CUST-07172,Completely unacceptable service. Agent was rude and dismissive.,2,Very Negative,Medium,1,4,4,No,Angry,No,Survey,2024-02-04
FB-600696,TKT-101738,CUST-14891,Resolution took longer than expected.,3,Negative,Low,4,2,4,Yes,Angry,Yes,Phone,2024-05-25
FB-600697,TKT-100859,CUST-11028,Response time was slow. Could have been resolved faster.,2,Negative,Medium,2,4,4,No,Frustrated,No,Phone,2024-02-17
FB-600698,TKT-101457,CUST-02564,Issue was resolved eventually.,3,Neutral,Low,4,3,3,Yes,Neutral,No,Social Media,2024-03-06
FB-600699,TKT-100845,CUST-10378,Good support experience overall.,5,Positive,Low,3,3,4,Yes,Satisfied,No,Email,2024-05-06
FB-600700,TKT-101189,CUST-14074,Best support experience I've had. Thank you!,5,Very Positive,Low,2,5,1,Yes,Delighted,Yes,Survey,2024-03-26
FB-600701,TKT-100153,CUST-09306,Satisfied with the resolution provided.,5,Positive,Low,5,4,4,Yes,Satisfied,Yes,Phone,2024-01-12
FB-600702,TKT-100484,CUST-12493,Outstanding service. Highly recommend!,5,Very Positive,Medium,5,2,5,Yes,Delighted,No,Survey,2024-06-09
FB-600703,TKT-101435,CUST-01735,Good support experience overall.,4,Positive,Low,4,4,1,Yes,Satisfied,Yes,Chat,2024-01-03
FB-600704,TKT-100478,CUST-08870,Agent wasn't helpful. Had to repeat myself multiple times.,3,Negative,Low,2,4,1,Yes,Angry,No,Social Media,2024-03-08
FB-600705,TKT-100223,CUST-13852,Response time was slow. Could have been resolved faster.,3,Negative,Low,4,4,5,Yes,Frustrated,No,Chat,2024-01-25
FB-600706,TKT-100832,CUST-11844,Nothing special but acceptable.,3,Neutral,High,2,5,2,No,Neutral,No,Phone,2024-06-27
FB-600707,TKT-100925,CUST-01667,Agent explained everything clearly.,4,Positive,Medium,5,5,5,Yes,Satisfied,Yes,Email,2024-02-22
FB-600708,TKT-100185,CUST-11686,Good support experience overall.,5,Positive,Low,3,4,1,Yes,Satisfied,No,Social Media,2024-05-10
FB-600709,TKT-100082,CUST-04159,Resolution took longer than expected.,3,Negative,Medium,4,4,5,Yes,Angry,Yes,Phone,2024-03-07
FB-600710,TKT-101983,CUST-05746,Standard support experience.,3,Neutral,Low,2,4,1,Yes,Neutral,No,Chat,2024-02-14
FB-600711,TKT-101679,CUST-05535,Agent was knowledgeable and helpful.,5,Positive,Low,5,4,5,Yes,Satisfied,No,Survey,2024-03-11
FB-600712,TKT-101138,CUST-02777,Support quality has declined recently.,3,Negative,Low,5,4,4,Yes,Frustrated,Yes,Email,2024-04-19
FB-600713,TKT-101646,CUST-01794,Issue resolved in reasonable time.,4,Positive,Medium,2,2,2,Yes,Satisfied,Yes,Email,2024-04-21
FB-600714,TKT-101700,CUST-05616,Issue resolved in reasonable time.,5,Positive,Low,5,4,5,Yes,Satisfied,Yes,Survey,2024-01-18
FB-600715,TKT-100762,CUST-13847,Excellent support! Agent went above and beyond.,5,Very Positive,Medium,3,4,2,Yes,Delighted,No,Chat,2024-04-01
FB-600716,TKT-101878,CUST-02030,Agent was knowledgeable and helpful.,4,Positive,Low,3,4,4,Yes,Satisfied,Yes,Email,2024-03-08
FB-600717,TKT-100404,CUST-02344,Felt like my issue wasn't prioritized.,3,Negative,High,5,4,5,Yes,Frustrated,Yes,Chat,2024-06-21
FB-600718,TKT-100250,CUST-08970,Standard support experience.,3,Neutral,Medium,2,5,4,Yes,Neutral,Yes,Social Media,2024-02-14
FB-600719,TKT-100887,CUST-02535,Agent explained everything clearly.,4,Positive,Low,3,4,4,Yes,Satisfied,No,Survey,2024-05-26
FB-600720,TKT-101399,CUST-06644,Fastest resolution ever. Very impressed.,5,Very Positive,Low,5,5,3,Yes,Delighted,Yes,Phone,2024-02-20
FB-600721,TKT-100563,CUST-02564,Agent explained everything clearly.,5,Positive,Low,4,3,4,Yes,Satisfied,No,Email,2024-04-01
FB-600722,TKT-101257,CUST-10524,Satisfied with the resolution provided.,4,Positive,Low,5,5,1,Yes,Satisfied,Yes,Chat,2024-06-02
FB-600723,TKT-101021,CUST-05090,Best support experience I've had. Thank you!,5,Very Positive,Low,4,4,4,Yes,Delighted,No,Email,2024-02-23
FB-600724,TKT-100572,CUST-04723,Agent wasn't helpful. Had to repeat myself multiple times.,3,Negative,Low,3,2,2,No,Angry,Yes,Social Media,2024-03-25
FB-600725,TKT-100510,CUST-10868,Nothing special but acceptable.,3,Neutral,Medium,3,4,3,Yes,Neutral,No,Chat,2024-03-27
FB-600726,TKT-100982,CUST-08973,Agent explained everything clearly.,4,Positive,Low,5,3,3,Yes,Satisfied,Yes,Social Media,2024-05-28
FB-600727,TKT-101028,CUST-11532,Agent explained everything clearly.,4,Positive,Low,2,2,5,Yes,Satisfied,Yes,Email,2024-06-27
FB-600728,TKT-100653,CUST-06972,Support was adequate. Could be better.,3,Neutral,Low,4,3,4,Yes,Neutral,No,Chat,2024-04-18
FB-600729,TKT-100119,CUST-12174,Standard support experience.,3,Neutral,Low,4,2,4,No,Neutral,No,Phone,2024-05-27
FB-600730,TKT-101994,CUST-11377,Issue was resolved eventually.,3,Neutral,Low,4,4,3,Yes,Neutral,No,Chat,2024-02-10
FB-600731,TKT-101092,CUST-05016,Agent was knowledgeable and helpful.,4,Positive,Low,1,3,2,Yes,Satisfied,No,Phone,2024-01-03
FB-600732,TKT-101179,CUST-02055,Felt like my issue wasn't prioritized.,2,Negative,Medium,1,5,3,No,Frustrated,Yes,Phone,2024-02-04
FB-600733,TKT-100360,CUST-08532,Best support experience I've had. Thank you!,5,Very Positive,Low,1,5,4,Yes,Delighted,Yes,Chat,2024-03-29
FB-600734,TKT-101871,CUST-11487,Issue was resolved eventually.,3,Neutral,Low,5,4,3,No,Neutral,No,Social Media,2024-03-13
FB-600735,TKT-100291,CUST-09752,Issue resolved in reasonable time.,4,Positive,Medium,2,5,3,Yes,Satisfied,No,Survey,2024-03-29
FB-600736,TKT-101110,CUST-03685,Issue resolved in reasonable time.,5,Positive,Low,1,5,2,Yes,Satisfied,No,Email,2024-01-31
FB-600737,TKT-100115,CUST-06956,Support quality has declined recently.,3,Negative,Low,4,1,3,Yes,Frustrated,Yes,Survey,2024-01-04
FB-600738,TKT-100001,CUST-01901,Satisfied with the resolution provided.,4,Positive,Low,3,3,3,Yes,Satisfied,Yes,Phone,2024-04-30
FB-600739,TKT-100697,CUST-12465,Fastest resolution ever. Very impressed.,5,Very Positive,Low,4,4,4,Yes,Delighted,No,Chat,2024-01-13
FB-600740,TKT-100121,CUST-08102,Waited 3 days for response. Worst experience ever.,1,Very Negative,Low,3,5,1,No,Angry,No,Phone,2024-04-19
FB-600741,TKT-101585,CUST-14333,Support quality has declined recently.,3,Negative,Low,2,2,5,No,Frustrated,No,Chat,2024-01-12
FB-600742,TKT-101442,CUST-13186,Standard support experience.,3,Neutral,Low,1,4,4,Yes,Neutral,Yes,Chat,2024-02-29
FB-600743,TKT-100279,CUST-11686,Standard support experience.,3,Neutral,Low,4,5,3,No,Neutral,No,Phone,2024-06-27
FB-600744,TKT-101448,CUST-09148,Best support experience I've had. Thank you!,5,Very Positive,Medium,2,3,1,Yes,Delighted,No,Phone,2024-05-09
FB-600745,TKT-101363,CUST-10529,Fastest resolution ever. Very impressed.,5,Very Positive,Low,4,5,3,Yes,Delighted,Yes,Chat,2024-04-08
FB-600746,TKT-100260,CUST-01298,Issue was resolved eventually.,3,Neutral,Low,4,3,4,No,Neutral,No,Social Media,2024-05-05
FB-600747,TKT-100066,CUST-05677,Support quality has declined recently.,3,Negative,Low,5,5,3,No,Angry,No,Social Media,2024-01-14
FB-600748,TKT-100452,CUST-02472,Support quality has declined recently.,3,Negative,Low,1,5,5,Yes,Frustrated,No,Phone,2024-06-27
FB-600749,TKT-100678,CUST-09217,Issue was resolved eventually.,3,Neutral,Low,5,5,3,Yes,Neutral,Yes,Chat,2024-01-07
FB-600750,TKT-100343,CUST-13039,Excellent support! Agent went above and beyond.,5,Very Positive,Low,2,4,5,Yes,Delighted,No,Chat,2024-01-29
FB-600751,TKT-100914,CUST-06442,Got the help I needed but could have been faster.,3,Neutral,Medium,4,3,3,Yes,Neutral,Yes,Email,2024-05-05
FB-600752,TKT-100717,CUST-05636,Issue was resolved eventually.,3,Neutral,Low,5,2,5,Yes,Neutral,Yes,Survey,2024-01-21
FB-600753,TKT-101500,CUST-12576,Issue resolved in reasonable time.,4,Positive,Low,5,5,3,Yes,Satisfied,No,Survey,2024-02-28
FB-600754,TKT-101805,CUST-04465,Outstanding service. Highly recommend!,5,Very Positive,Low,4,2,4,Yes,Delighted,No,Email,2024-02-04
FB-600755,TKT-101697,CUST-02494,Best support experience I've had. Thank you!,5,Very Positive,Medium,1,5,4,Yes,Delighted,No,Phone,2024-06-20
FB-600756,TKT-100333,CUST-06894,Response time was slow. Could have been resolved faster.,2,Negative,Low,4,3,4,No,Frustrated,No,Email,2024-05-06
FB-600757,TKT-100603,CUST-08576,Good support experience overall.,5,Positive,Low,5,5,2,Yes,Satisfied,Yes,Email,2024-04-25
FB-600758,TKT-100151,CUST-12680,Issue resolved in reasonable time.,5,Positive,Low,3,5,4,Yes,Satisfied,No,Phone,2024-05-30
